,/Users/pslive1/Documents/Walk_Projext/BDL004_Goose_EyeTracking_Walk/BDL004_Goose_EyeTracking_Walk.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,ToCut,all_classes,fixation_classes
607,BDL004_Goose_EyeTracking_Walk.mov,609,fixation,10034,334771.6667,335106.6667,335.0,334836.6667,05:34.9,116.36,87.02,52,57,,building plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky,plant_vertical plant_vertical
608,BDL004_Goose_EyeTracking_Walk.mov,610,fixation,10054,335506.6667,335706.6667,200.0,335505.0,05:35.6,187.12,177.17,51,56,,plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky,
609,BDL004_Goose_EyeTracking_Walk.mov,611,fixation,10061,335773.3333,335906.6667,133.333333,335738.3333,05:35.8,119.09,138.59,47,48,,building car pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky,pavement
610,BDL004_Goose_EyeTracking_Walk.mov,612,fixation,10066,335906.6667,336106.6667,200.0,335905.0,05:36.0,130.86,120.11,49,45,,bench_chair building building building pavement pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky,
611,BDL004_Goose_EyeTracking_Walk.mov,613,fixation,10078,336341.6667,336508.3333,166.666667,336306.6667,05:36.4,129.49,200.53,49,45,,building building building building pavement pavement plant_horizontal plant_horizontal plant_vertical sky,plant_horizontal
612,BDL004_Goose_EyeTracking_Walk.mov,614,fixation,10085,336541.6667,336741.6667,200.0,336540.0,05:36.6,92.78,164.81,51,50,,building building building pavement plant_horizontal plant_vertical sky,plant_horizontal
613,BDL004_Goose_EyeTracking_Walk.mov,615,fixation,10102,336841.6667,337575.0,733.333333,337106.6667,05:37.2,124.0,223.15,54,53,,building building pavement plant_horizontal plant_horizontal plant_vertical,plant_horizontal
614,BDL004_Goose_EyeTracking_Walk.mov,616,fixation,10141,338443.3333,338610.0,166.666667,338408.3333,05:38.5,220.75,257.15,70,62,,building building building pavement pavement plant_horizontal plant_horizontal plant_horizontal,plant_horizontal
615,BDL004_Goose_EyeTracking_Walk.mov,617,fixation,10152,338710.0,339045.0,335.0,338775.0,05:38.8,141.02,264.83,65,55,,building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical sky,plant_horizontal
616,BDL004_Goose_EyeTracking_Walk.mov,618,fixation,10170,339045.0,339945.0,900.0,339376.6667,05:39.4,131.76,219.84,63,56,,building pavement pavement plant_horizontal plant_horizontal plant_vertical sky,plant_horizontal
617,BDL004_Goose_EyeTracking_Walk.mov,619,fixation,10188,339978.3333,340180.0,201.666667,339976.6667,05:40.0,148.98,199.99,75,68,,building pavement plant_horizontal sky,plant_horizontal
618,BDL004_Goose_EyeTracking_Walk.mov,620,fixation,10199,340380.0,340513.3333,133.333333,340345.0,05:40.4,165.98,82.67,56,62,,building plant_horizontal sky,plant_horizontal
619,BDL004_Goose_EyeTracking_Walk.mov,621,fixation,10206,340580.0,340780.0,200.0,340578.3333,05:40.6,174.68,162.94,62,66,,building plant_horizontal plant_horizontal,plant_horizontal
620,BDL004_Goose_EyeTracking_Walk.mov,622,fixation,10211,340813.3333,340913.3333,100.0,340745.0,05:40.8,121.99,148.72,55,54,,building plant_horizontal plant_horizontal,plant_horizontal
621,BDL004_Goose_EyeTracking_Walk.mov,623,fixation,10217,340980.0,341146.6667,166.666667,340945.0,05:41.0,111.61,189.79,57,54,,building car pavement pavement pavement plant_horizontal plant_horizontal plant_vertical,plant_horizontal
622,BDL004_Goose_EyeTracking_Walk.mov,624,fixation,10225,341246.6667,341413.3333,166.666667,341211.6667,05:41.3,117.61,121.68,50,56,,building pavement pavement pavement person plant_horizontal plant_horizontal,plant_horizontal
623,BDL004_Goose_EyeTracking_Walk.mov,625,fixation,10231,341448.3333,341615.0,166.666667,341413.3333,05:41.5,164.65,161.72,57,60,,building pavement plant_horizontal plant_horizontal,plant_horizontal
624,BDL004_Goose_EyeTracking_Walk.mov,626,fixation,10242,341615.0,342181.6667,566.666667,341780.0,05:41.8,217.71,172.66,65,64,,building pavement plant_horizontal,plant_horizontal
625,BDL004_Goose_EyeTracking_Walk.mov,627,fixation,10274,342783.3333,343150.0,366.666667,342848.3333,05:42.9,201.27,16.38,55,72,,pavement pavement person plant_horizontal plant_horizontal,plant_horizontal
626,BDL004_Goose_EyeTracking_Walk.mov,628,fixation,10282,343183.3333,343283.3333,100.0,343115.0,05:43.2,159.98,13.33,42,64,,building building pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical,
627,BDL004_Goose_EyeTracking_Walk.mov,629,fixation,10301,343816.6667,343916.6667,100.0,343748.3333,05:43.8,161.18,383.54,70,39,,building pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole sky,pavement
628,BDL004_Goose_EyeTracking_Walk.mov,630,fixation,10322,344451.6667,344651.6667,200.0,344450.0,05:44.5,336.35,287.09,68,62,,building building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical pole sky,
629,BDL004_Goose_EyeTracking_Walk.mov,631,fixation,10332,344751.6667,345018.3333,266.666667,344783.3333,05:44.9,290.38,350.31,60,60,,building pavement person person plant_horizontal plant_vertical,person
630,BDL004_Goose_EyeTracking_Walk.mov,632,fixation,10341,345051.6667,345320.0,268.333333,345083.3333,05:45.2,240.95,344.9,62,58,,building pavement person person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky,
631,BDL004_Goose_EyeTracking_Walk.mov,633,fixation,10349,345386.6667,345553.3333,166.666667,345351.6667,05:45.4,239.03,401.56,88,88,,building building pavement person person plant_horizontal plant_horizontal plant_vertical pole sky,building
632,BDL004_Goose_EyeTracking_Walk.mov,634,fixation,10358,345686.6667,345853.3333,166.666667,345651.6667,05:45.7,254.52,327.04,75,69,,building pavement person person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky,
633,BDL004_Goose_EyeTracking_Walk.mov,635,fixation,10364,345853.3333,346086.6667,233.333333,345851.6667,05:45.9,204.83,328.07,69,68,,building pavement person person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical pole sky,
634,BDL004_Goose_EyeTracking_Walk.mov,636,fixation,10399,347055.0,347221.6667,166.666667,347020.0,05:47.1,147.72,114.3,43,52,,bench_chair building pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,sky
635,BDL004_Goose_EyeTracking_Walk.mov,637,fixation,10405,347221.6667,347455.0,233.333333,347220.0,05:47.3,155.67,110.73,43,53,,bench_chair building building pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky,plant_vertical plant_vertical
636,BDL004_Goose_EyeTracking_Walk.mov,638,fixation,10413,347555.0,347655.0,100.0,347486.6667,05:47.6,135.79,177.29,52,50,,bench_chair building building building pavement pavement pavement person plant_horizontal plant_vertical,
637,BDL004_Goose_EyeTracking_Walk.mov,639,fixation,10428,347655.0,348556.6667,901.666667,347988.3333,05:48.1,169.11,215.57,51,48,,bench_chair building pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,
638,BDL004_Goose_EyeTracking_Walk.mov,640,fixation,10448,348623.3333,348923.3333,300.0,348655.0,05:48.7,247.07,324.55,60,52,,bench_chair building building pavement plant_horizontal plant_horizontal plant_vertical sky,pavement
639,BDL004_Goose_EyeTracking_Walk.mov,641,fixation,10457,348923.3333,349225.0,301.666667,348955.0,05:49.0,285.08,308.18,52,51,,bench_chair building building pavement pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky,pavement
640,BDL004_Goose_EyeTracking_Walk.mov,642,fixation,10468,349391.6667,349491.6667,100.0,349323.3333,05:49.4,360.57,304.15,57,48,,building building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky,pavement
641,BDL004_Goose_EyeTracking_Walk.mov,643,fixation,10515,350560.0,351426.6667,866.666667,350891.6667,05:51.0,238.86,309.81,63,59,,bench_chair building building pavement plant_horizontal plant_vertical plant_vertical sky,pavement
642,BDL004_Goose_EyeTracking_Walk.mov,644,fixation,10532,351460.0,351695.0,235.0,351458.3333,05:51.5,254.07,343.72,64,57,,bench_chair building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky,pavement
643,BDL004_Goose_EyeTracking_Walk.mov,645,fixation,10539,351695.0,351928.3333,233.333333,351693.3333,05:51.8,220.15,323.11,68,60,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,pavement
644,BDL004_Goose_EyeTracking_Walk.mov,646,fixation,10557,352295.0,352528.3333,233.333333,352293.3333,05:52.4,120.59,370.12,35,46,,building pavement plant_horizontal plant_vertical sky,pavement
645,BDL004_Goose_EyeTracking_Walk.mov,647,fixation,10564,352528.3333,352761.6667,233.333333,352526.6667,05:52.6,160.08,338.21,24,30,,building building pavement plant_horizontal plant_horizontal plant_vertical sky,pavement
646,BDL004_Goose_EyeTracking_Walk.mov,648,fixation,10577,352963.3333,353163.3333,200.0,352961.6667,05:53.0,113.48,369.45,39,41,,building pavement plant_horizontal plant_horizontal plant_vertical,pavement
647,BDL004_Goose_EyeTracking_Walk.mov,649,fixation,10596,353630.0,353763.3333,133.333333,353595.0,05:53.7,120.05,388.56,59,54,,building building pavement person person plant_horizontal plant_vertical pole,person
648,BDL004_Goose_EyeTracking_Walk.mov,650,fixation,10599,353763.3333,353863.3333,100.0,353695.0,05:53.8,198.07,283.58,60,55,,building building building pavement pavement person plant_horizontal plant_vertical,person
649,BDL004_Goose_EyeTracking_Walk.mov,651,fixation,10609,353996.6667,354298.3333,301.666667,354028.3333,05:54.1,34.97,235.06,50,49,,pavement pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky sky,sky
650,BDL004_Goose_EyeTracking_Walk.mov,652,fixation,10632,354765.0,355031.6667,266.666667,354796.6667,05:54.9,161.43,239.88,56,54,,building building pavement person plant_horizontal plant_vertical sky,building
651,BDL004_Goose_EyeTracking_Walk.mov,653,fixation,10644,355131.6667,355466.6667,335.0,355196.6667,05:55.3,190.54,320.55,69,67,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky,pavement
652,BDL004_Goose_EyeTracking_Walk.mov,654,fixation,10659,355733.3333,355866.6667,133.333333,355698.3333,05:55.8,289.72,347.93,62,59,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,pavement
653,BDL004_Goose_EyeTracking_Walk.mov,655,fixation,10668,355866.6667,356333.3333,466.666667,355998.3333,05:56.1,260.75,365.26,60,53,,building building pavement plant_horizontal plant_vertical plant_vertical sky,pavement
654,BDL004_Goose_EyeTracking_Walk.mov,656,fixation,10680,356433.3333,356566.6667,133.333333,356398.3333,05:56.5,318.66,336.42,61,62,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,pavement
655,BDL004_Goose_EyeTracking_Walk.mov,657,fixation,10689,356735.0,356868.3333,133.333333,356700.0,05:56.8,228.25,362.94,62,57,,building building pavement plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical,pavement
656,BDL004_Goose_EyeTracking_Walk.mov,658,fixation,10698,356968.3333,357235.0,266.666667,357000.0,05:57.1,263.68,343.28,61,53,,building pavement plant_horizontal plant_vertical plant_vertical plant_vertical pole sky,
657,BDL004_Goose_EyeTracking_Walk.mov,659,fixation,10721,357501.6667,358236.6667,735.0,357766.6667,05:57.8,233.86,301.41,76,76,,building building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky,
658,BDL004_Goose_EyeTracking_Walk.mov,660,fixation,10739,358303.3333,358670.0,366.666667,358368.3333,05:58.4,193.02,254.13,89,91,,building building pavement plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,plant_vertical
659,BDL004_Goose_EyeTracking_Walk.mov,661,fixation,10754,358870.0,359103.3333,233.333333,358868.3333,05:58.9,134.93,366.98,66,86,,building building pavement plant_horizontal plant_vertical sky sky,
660,BDL004_Goose_EyeTracking_Walk.mov,662,fixation,10777,359671.6667,359805.0,133.333333,359636.6667,05:59.7,216.0,237.61,124,127,,plant_vertical,plant_vertical
661,BDL004_Goose_EyeTracking_Walk.mov,663,fixation,10836,361640.0,361773.3333,133.333333,361605.0,06:01.7,166.32,60.84,102,114,,bench_chair building pavement plant_horizontal plant_vertical plant_vertical plant_vertical sky,plant_vertical
662,BDL004_Goose_EyeTracking_Walk.mov,664,fixation,10839,361773.3333,361875.0,101.666667,361705.0,06:01.8,185.44,65.59,100,112,,bench_chair pavement plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole,plant_vertical
663,BDL004_Goose_EyeTracking_Walk.mov,665,fixation,10888,363343.3333,363543.3333,200.0,363341.6667,06:03.4,250.57,191.2,101,103,,building plant_horizontal plant_vertical plant_vertical plant_vertical sky,plant_horizontal
664,BDL004_Goose_EyeTracking_Walk.mov,666,fixation,10898,363643.3333,363910.0,266.666667,363675.0,06:03.7,176.38,120.65,112,107,,bench_chair building pavement plant_horizontal plant_vertical,plant_horizontal
665,BDL004_Goose_EyeTracking_Walk.mov,667,fixation,10910,364110.0,364276.6667,166.666667,364075.0,06:04.1,141.5,357.51,52,60,,building pavement pavement pavement pavement plant_horizontal plant_horizontal plant_vertical sky,plant_horizontal pavement
666,BDL004_Goose_EyeTracking_Walk.mov,668,fixation,10923,364343.3333,364878.3333,535.0,364510.0,06:04.6,106.97,354.31,59,79,,building plant_horizontal plant_vertical plant_vertical sky sky,plant_horizontal
667,BDL004_Goose_EyeTracking_Walk.mov,669,fixation,10941,365178.3333,365278.3333,100.0,365110.0,06:05.2,102.03,130.01,91,92,,pavement plant_horizontal plant_vertical,plant_vertical
668,BDL004_Goose_EyeTracking_Walk.mov,670,fixation,10951,365445.0,365680.0,235.0,365443.3333,06:05.5,166.36,325.6,54,59,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky,plant_vertical
669,BDL004_Goose_EyeTracking_Walk.mov,671,fixation,10962,365746.6667,366080.0,333.333333,365811.6667,06:05.9,115.14,48.67,67,71,,building pavement plant_horizontal plant_vertical,plant_horizontal plant_vertical
670,BDL004_Goose_EyeTracking_Walk.mov,672,fixation,10971,366146.6667,366313.3333,166.666667,366111.6667,06:06.2,169.51,78.61,78,76,,pavement person plant_horizontal plant_vertical plant_vertical,plant_vertical
671,BDL004_Goose_EyeTracking_Walk.mov,673,fixation,10975,366313.3333,366413.3333,100.0,366245.0,06:06.3,170.65,83.75,75,88,,building building pavement pavement plant_horizontal plant_vertical plant_vertical,plant_vertical
672,BDL004_Goose_EyeTracking_Walk.mov,674,fixation,10985,366613.3333,366746.6667,133.333333,366578.3333,06:06.6,209.61,205.75,94,99,,building pavement plant_horizontal plant_horizontal plant_vertical,
673,BDL004_Goose_EyeTracking_Walk.mov,675,fixation,10992,366880.0,366981.6667,101.666667,366811.6667,06:06.9,238.48,304.46,88,84,,building building pavement plant_horizontal plant_vertical plant_vertical plant_vertical sky,plant_horizontal
674,BDL004_Goose_EyeTracking_Walk.mov,676,fixation,10997,366981.6667,367181.6667,200.0,366980.0,06:07.0,223.56,300.14,91,87,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,plant_horizontal
675,BDL004_Goose_EyeTracking_Walk.mov,677,fixation,11003,367181.6667,367415.0,233.333333,367180.0,06:07.2,234.68,298.74,94,90,,building building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky,pavement
676,BDL004_Goose_EyeTracking_Walk.mov,678,fixation,11009,367415.0,367581.6667,166.666667,367380.0,06:07.4,192.9,311.26,84,83,,building building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,pavement
677,BDL004_Goose_EyeTracking_Walk.mov,679,fixation,11020,367781.6667,367948.3333,166.666667,367746.6667,06:07.8,161.55,343.14,42,58,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical,pavement
678,BDL004_Goose_EyeTracking_Walk.mov,680,fixation,11041,368483.3333,368616.6667,133.333333,368448.3333,06:08.5,268.99,356.31,80,88,,building building pavement plant_horizontal plant_vertical sky,pavement
679,BDL004_Goose_EyeTracking_Walk.mov,681,fixation,11054,368616.6667,369383.3333,766.666667,368881.6667,06:09.0,295.07,383.76,66,83,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky,pavement
680,BDL004_Goose_EyeTracking_Walk.mov,682,fixation,11073,369585.0,369685.0,100.0,369516.6667,06:09.6,130.68,383.43,55,52,,building building building pavement plant_horizontal plant_horizontal plant_vertical sky,pavement
681,BDL004_Goose_EyeTracking_Walk.mov,683,fixation,11089,369885.0,370451.6667,566.666667,370050.0,06:10.1,109.08,318.6,61,55,,building pavement person plant_horizontal plant_vertical plant_vertical sky,plant_horizontal
682,BDL004_Goose_EyeTracking_Walk.mov,684,fixation,11132,371253.3333,371953.3333,700.0,371485.0,06:11.6,226.3,303.07,59,61,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,building
683,BDL004_Goose_EyeTracking_Walk.mov,685,fixation,11148,372055.0,372221.6667,166.666667,372020.0,06:12.1,188.51,267.18,63,55,,building pavement plant_horizontal plant_vertical sky,plant_vertical
684,BDL004_Goose_EyeTracking_Walk.mov,686,fixation,11157,372355.0,372488.3333,133.333333,372320.0,06:12.4,221.31,305.11,64,63,,pavement plant_horizontal plant_vertical sky,plant_vertical
685,BDL004_Goose_EyeTracking_Walk.mov,687,fixation,11170,372555.0,373188.3333,633.333333,372753.3333,06:12.8,259.5,362.86,50,58,,building pavement plant_vertical sky,pavement
686,BDL004_Goose_EyeTracking_Walk.mov,688,fixation,11182,373188.3333,373323.3333,135.0,373153.3333,06:13.2,265.76,348.82,80,80,,building building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,pavement
687,BDL004_Goose_EyeTracking_Walk.mov,689,fixation,11207,373956.6667,374223.3333,266.666667,373988.3333,06:14.1,266.83,287.21,59,60,,building building building pavement plant_horizontal plant_horizontal plant_vertical sky,
688,BDL004_Goose_EyeTracking_Walk.mov,690,fixation,11222,374323.3333,374891.6667,568.333333,374490.0,06:14.6,171.81,239.41,64,62,,building building pavement plant_horizontal plant_vertical plant_vertical sky,plant_vertical
689,BDL004_Goose_EyeTracking_Walk.mov,691,fixation,11236,374958.3333,375158.3333,200.0,374956.6667,06:15.0,119.76,292.18,67,67,,pavement plant_horizontal plant_vertical sky sky,plant_horizontal
690,BDL004_Goose_EyeTracking_Walk.mov,692,fixation,11240,375158.3333,375258.3333,100.0,375090.0,06:15.2,141.25,381.6,76,68,,building pavement plant_horizontal plant_vertical sky,plant_horizontal
691,BDL004_Goose_EyeTracking_Walk.mov,693,fixation,11244,375258.3333,375425.0,166.666667,375223.3333,06:15.3,159.87,300.6,83,78,,plant_horizontal plant_vertical plant_vertical plant_vertical sky,plant_vertical plant_vertical
692,BDL004_Goose_EyeTracking_Walk.mov,694,fixation,11252,375558.3333,375658.3333,100.0,375490.0,06:15.6,113.48,265.55,92,81,,plant_horizontal plant_vertical plant_vertical sky,plant_vertical
693,BDL004_Goose_EyeTracking_Walk.mov,695,fixation,11260,375658.3333,376093.3333,435.0,375758.3333,06:15.8,148.85,375.09,80,80,,building plant_vertical sky sky,plant_vertical
694,BDL004_Goose_EyeTracking_Walk.mov,696,fixation,11287,376693.3333,376860.0,166.666667,376658.3333,06:16.7,144.77,155.05,88,90,,building building building pavement plant_vertical plant_vertical plant_vertical,pavement
695,BDL004_Goose_EyeTracking_Walk.mov,697,fixation,11295,376960.0,377128.3333,168.333333,376925.0,06:17.0,183.23,223.83,94,93,,pavement pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky,plant_vertical plant_horizontal
696,BDL004_Goose_EyeTracking_Walk.mov,698,fixation,11300,377161.6667,377261.6667,100.0,377093.3333,06:17.2,166.75,237.56,102,93,,building plant_horizontal plant_vertical plant_vertical,plant_horizontal
697,BDL004_Goose_EyeTracking_Walk.mov,699,fixation,11315,377461.6667,377961.6667,500.0,377593.3333,06:17.7,205.25,227.61,92,92,,building building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky,plant_vertical
698,BDL004_Goose_EyeTracking_Walk.mov,700,fixation,11329,378061.6667,378261.6667,200.0,378060.0,06:18.1,194.6,235.0,84,85,,building pavement pavement plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,
699,BDL004_Goose_EyeTracking_Walk.mov,701,fixation,11337,378261.6667,378630.0,368.333333,378328.3333,06:18.4,173.18,206.81,68,71,,building building building building pavement pavement plant_horizontal plant_vertical plant_vertical sky,plant_vertical
700,BDL004_Goose_EyeTracking_Walk.mov,702,fixation,11347,378696.6667,378863.3333,166.666667,378661.6667,06:18.7,190.98,252.01,84,84,,building pavement pavement plant_horizontal plant_vertical sky,pavement pavement
701,BDL004_Goose_EyeTracking_Walk.mov,703,fixation,11353,378863.3333,379096.6667,233.333333,378861.6667,06:18.9,205.56,287.52,88,88,,pavement plant_horizontal plant_vertical sky,pavement
702,BDL004_Goose_EyeTracking_Walk.mov,704,fixation,11366,379096.6667,379698.3333,601.666667,379295.0,06:19.4,164.29,369.95,75,75,,building pavement plant_horizontal plant_vertical sky,pavement
703,BDL004_Goose_EyeTracking_Walk.mov,705,fixation,11381,379831.6667,379965.0,133.333333,379796.6667,06:19.9,149.35,386.34,40,80,,plant_vertical sky,plant_vertical
704,BDL004_Goose_EyeTracking_Walk.mov,706,fixation,11386,379965.0,380198.3333,233.333333,379963.3333,06:20.0,121.36,361.03,76,61,,plant_vertical sky,plant_vertical
705,BDL004_Goose_EyeTracking_Walk.mov,707,fixation,11401,380531.6667,380631.6667,100.0,380463.3333,06:20.5,126.14,392.13,80,80,,plant_vertical,plant_vertical
706,BDL004_Goose_EyeTracking_Walk.mov,708,fixation,11409,380798.3333,380898.3333,100.0,380730.0,06:20.8,153.92,364.28,83,61,,building building pavement person plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky sky,
707,BDL004_Goose_EyeTracking_Walk.mov,709,fixation,11444,381866.6667,382166.6667,300.0,381898.3333,06:22.0,75.02,261.92,66,53,,pavement person plant_horizontal plant_vertical sky,person
708,BDL004_Goose_EyeTracking_Walk.mov,710,fixation,11452,382166.6667,382368.3333,201.666667,382166.6667,06:22.2,31.91,263.31,53,46,,pavement person plant_vertical plant_vertical sky sky,
709,BDL004_Goose_EyeTracking_Walk.mov,711,fixation,11477,383068.3333,383168.3333,100.0,383000.0,06:23.1,218.16,414.42,80,80,,building person plant_vertical plant_vertical plant_vertical plant_vertical sky sky,
710,BDL004_Goose_EyeTracking_Walk.mov,712,fixation,11485,383301.6667,383435.0,133.333333,383266.6667,06:23.3,255.35,431.79,50,59,,building plant_vertical sky,plant_vertical
711,BDL004_Goose_EyeTracking_Walk.mov,713,fixation,11492,383536.6667,383703.3333,166.666667,383501.6667,06:23.6,256.03,355.17,30,49,,building plant_horizontal plant_vertical plant_vertical sky,plant_vertical plant_horizontal
712,BDL004_Goose_EyeTracking_Walk.mov,714,fixation,11515,383970.0,384805.0,835.0,384268.3333,06:24.3,307.37,343.95,66,59,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky,plant_vertical
713,BDL004_Goose_EyeTracking_Walk.mov,715,fixation,11532,384838.3333,385038.3333,200.0,384836.6667,06:24.9,356.72,335.41,72,65,,building building pavement pavement plant_horizontal plant_vertical plant_vertical pole,plant_vertical
714,BDL004_Goose_EyeTracking_Walk.mov,716,fixation,11568,385771.6667,386506.6667,735.0,386038.3333,06:26.1,278.48,381.33,52,55,,building pavement plant_horizontal plant_vertical,pavement
715,BDL004_Goose_EyeTracking_Walk.mov,717,fixation,11592,386806.6667,387073.3333,266.666667,386838.3333,06:26.9,115.79,298.16,54,48,,building pavement plant_horizontal plant_vertical sky,plant_vertical
716,BDL004_Goose_EyeTracking_Walk.mov,718,fixation,11617,387408.3333,388175.0,766.666667,387673.3333,06:27.7,266.85,361.31,80,80,,building pavement plant_horizontal plant_vertical plant_vertical plant_vertical sky,building
717,BDL004_Goose_EyeTracking_Walk.mov,719,fixation,11636,388375.0,388475.0,100.0,388306.6667,06:28.4,150.48,387.66,51,46,,pavement plant_vertical sky sky,pavement
718,BDL004_Goose_EyeTracking_Walk.mov,720,fixation,11653,388643.3333,389310.0,666.666667,388875.0,06:28.9,168.87,320.5,68,61,,building pavement plant_horizontal plant_vertical plant_vertical sky sky,plant_horizontal
719,BDL004_Goose_EyeTracking_Walk.mov,721,fixation,11665,389310.0,389443.3333,133.333333,389275.0,06:29.3,157.77,399.29,68,60,,building building pavement plant_horizontal plant_vertical plant_vertical sky sky sky sky,
720,BDL004_Goose_EyeTracking_Walk.mov,722,fixation,11680,389643.3333,390111.6667,468.333333,389776.6667,06:29.8,258.1,369.99,84,51,,building pavement plant_vertical plant_vertical plant_vertical sky sky sky sky sky sky,plant_vertical plant_vertical
721,BDL004_Goose_EyeTracking_Walk.mov,723,fixation,11690,390145.0,390278.3333,133.333333,390110.0,06:30.2,308.41,355.84,64,71,,pavement plant_horizontal plant_vertical sky sky sky sky,pavement
722,BDL004_Goose_EyeTracking_Walk.mov,724,fixation,11699,390278.3333,390745.0,466.666667,390410.0,06:30.5,332.45,357.84,56,56,,building pavement plant_horizontal plant_vertical sky sky sky,pavement
723,BDL004_Goose_EyeTracking_Walk.mov,725,fixation,11712,390778.3333,391146.6667,368.333333,390843.3333,06:30.9,376.17,351.66,60,63,,pavement plant_horizontal plant_vertical plant_vertical sky sky,
724,BDL004_Goose_EyeTracking_Walk.mov,726,fixation,11729,391446.6667,391613.3333,166.666667,391411.6667,06:31.5,270.34,300.99,72,72,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,plant_vertical plant_vertical
725,BDL004_Goose_EyeTracking_Walk.mov,727,fixation,11744,391680.0,392381.6667,701.666667,391911.6667,06:32.0,283.96,360.67,55,68,,building building pavement plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky sky,pavement
726,BDL004_Goose_EyeTracking_Walk.mov,728,fixation,11760,392515.0,392615.0,100.0,392446.6667,06:32.5,166.65,396.04,46,40,,building pavement plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky,pavement
727,BDL004_Goose_EyeTracking_Walk.mov,729,fixation,11772,392815.0,393115.0,300.0,392846.6667,06:32.9,148.83,293.22,49,46,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky,plant_vertical plant_vertical
728,BDL004_Goose_EyeTracking_Walk.mov,730,fixation,11796,393448.3333,394083.3333,635.0,393648.3333,06:33.7,253.97,361.27,64,62,,building building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,plant_vertical
729,BDL004_Goose_EyeTracking_Walk.mov,731,fixation,11812,394216.6667,394350.0,133.333333,394181.6667,06:34.3,375.26,343.52,64,60,,building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole sky,pavement
730,BDL004_Goose_EyeTracking_Walk.mov,732,fixation,11817,394416.6667,394516.6667,100.0,394348.3333,06:34.4,373.83,337.8,49,48,,building pavement plant_horizontal plant_vertical plant_vertical plant_vertical pole sky sky,pavement
