,/Users/pslive1/Documents/Walk_Projext/BDL037_Suna_Walk_Take2/BDL037_Suna_EyeTracking_Walk2_Render/BDL037_Suna_EyeTracking_Walk2_Render.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes,all_classes,fixation_classes
275,BDL037_Suna_EyeTracking_Walk2_Render.mov,275,fixation,4907,163705.0,163938.333333,233.333333,163403.333333,00:02:43.77200,186.41,123.48,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky sky,
276,BDL037_Suna_EyeTracking_Walk2_Render.mov,276,fixation,4915,163938.333333,164205.0,266.666667,163670.0,00:02:44.03800,223.39,165.94,-1000.0,-1000.0,,,,building building building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky,person
277,BDL037_Suna_EyeTracking_Walk2_Render.mov,277,fixation,4923,164205.0,164473.333333,268.333333,163938.333333,00:02:44.30700,194.48,88.54,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,person
278,BDL037_Suna_EyeTracking_Walk2_Render.mov,278,fixation,4932,164506.666667,164806.666667,300.0,164238.333333,00:02:44.60700,175.13,50.09,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky,person
279,BDL037_Suna_EyeTracking_Walk2_Render.mov,279,fixation,4955,165073.333333,165741.666667,668.333333,165005.0,00:02:45.37300,151.62,18.53,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky sky sky sky,person
280,BDL037_Suna_EyeTracking_Walk2_Render.mov,280,fixation,4967,165741.666667,165875.0,133.333333,165406.666667,00:02:45.77500,155.16,114.18,-1000.0,-1000.0,,,,building building pavement pavement person plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky sky,person
281,BDL037_Suna_EyeTracking_Walk2_Render.mov,281,fixation,5008,166308.333333,168043.333333,1735.0,166775.0,00:02:47.14300,138.05,115.66,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,person
282,BDL037_Suna_EyeTracking_Walk2_Render.mov,282,fixation,5074,168545.0,170246.666667,1701.6666670000002,168976.666667,00:02:49.34500,292.97,54.02,-1000.0,-1000.0,,,,bench_chair building building pavement pavement person plant_horizontal plant_horizontal plant_vertical pole sky,plant_vertical
283,BDL037_Suna_EyeTracking_Walk2_Render.mov,283,fixation,5123,170915.0,171148.333333,233.333333,170613.333333,00:02:50.98200,162.19,25.48,-1000.0,-1000.0,,,,building building building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky,
284,BDL037_Suna_EyeTracking_Walk2_Render.mov,284,fixation,5128,171148.333333,171248.333333,100.0,170780.0,00:02:51.14800,159.97,11.51,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,sky
285,BDL037_Suna_EyeTracking_Walk2_Render.mov,285,fixation,5137,171415.0,171548.333333,133.333333,171080.0,00:02:51.44800,173.77,2.91,-1000.0,-1000.0,,,,building building pavement pavement person plant_vertical plant_vertical plant_vertical sky sky sky sky,
286,BDL037_Suna_EyeTracking_Walk2_Render.mov,286,fixation,5165,172081.666667,172750.0,668.333333,172015.0,00:02:52.38300,188.83,58.0,-1000.0,-1000.0,,,,building building building car pavement person plant_horizontal plant_vertical plant_vertical sky sky sky sky,sky sky
287,BDL037_Suna_EyeTracking_Walk2_Render.mov,287,fixation,5178,172783.333333,172950.0,166.666667,172448.333333,00:02:52.81700,188.56,66.65,-1000.0,-1000.0,,,,building building building pavement person plant_horizontal plant_vertical plant_vertical sky sky sky sky,sky sky
288,BDL037_Suna_EyeTracking_Walk2_Render.mov,288,fixation,5184,172950.0,173150.0,200.0,172648.333333,00:02:53.01700,164.88,21.67,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky,sky
289,BDL037_Suna_EyeTracking_Walk2_Render.mov,289,fixation,5195,173350.0,173483.333333,133.333333,173015.0,00:02:53.38300,226.21,72.92,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical sky sky sky sky sky,
290,BDL037_Suna_EyeTracking_Walk2_Render.mov,290,fixation,5199,173483.333333,173618.333333,135.0,173148.333333,00:02:53.51700,262.92,124.4,-1000.0,-1000.0,,,,building building pavement person plant_vertical plant_vertical sky sky,person
291,BDL037_Suna_EyeTracking_Walk2_Render.mov,291,fixation,5215,173618.333333,174585.0,966.666667,173683.333333,00:02:54.05200,186.84,69.15,-1000.0,-1000.0,,,,building pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky,sky
292,BDL037_Suna_EyeTracking_Walk2_Render.mov,292,fixation,5235,174585.0,174953.333333,368.333333,174350.0,00:02:54.71800,146.83,105.21,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky,person
293,BDL037_Suna_EyeTracking_Walk2_Render.mov,293,fixation,5255,175320.0,175520.0,200.0,175018.333333,00:02:55.38700,281.01,84.9,-1000.0,-1000.0,,,,bench_chair building pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical sky,
294,BDL037_Suna_EyeTracking_Walk2_Render.mov,294,fixation,5260,175520.0,175653.333333,133.333333,175185.0,00:02:55.55300,259.29,114.54,-1000.0,-1000.0,,,,bench_chair bench_chair building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky,plant_vertical
295,BDL037_Suna_EyeTracking_Walk2_Render.mov,295,fixation,5283,176288.333333,176421.666667,133.333333,175953.333333,00:02:56.32200,109.06,206.53,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky sky sky,sky
296,BDL037_Suna_EyeTracking_Walk2_Render.mov,296,fixation,5296,176621.666667,176988.333333,366.666667,176386.666667,00:02:56.75500,88.44,160.14,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical sky sky,person
297,BDL037_Suna_EyeTracking_Walk2_Render.mov,297,fixation,5305,177055.0,177155.0,100.0,176686.666667,00:02:57.05500,95.57,197.65,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical sky sky sky,person
298,BDL037_Suna_EyeTracking_Walk2_Render.mov,298,fixation,5341,178223.333333,178390.0,166.666667,177888.333333,00:02:58.25700,98.72,165.11,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical sky,person
299,BDL037_Suna_EyeTracking_Walk2_Render.mov,299,fixation,5359,178856.666667,178958.333333,101.666667,178488.333333,00:02:58.85700,108.12,173.94,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky sky,
300,BDL037_Suna_EyeTracking_Walk2_Render.mov,300,fixation,5362,178958.333333,179058.333333,100.0,178590.0,00:02:58.95800,114.47,151.68,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky sky,plant_vertical
301,BDL037_Suna_EyeTracking_Walk2_Render.mov,301,fixation,5425,181026.666667,181160.0,133.333333,180691.666667,00:03:01.06000,152.15,114.94,-1000.0,-1000.0,,,,building pavement plant_horizontal,building
302,BDL037_Suna_EyeTracking_Walk2_Render.mov,302,fixation,5458,182161.666667,182261.666667,100.0,181793.333333,00:03:02.16200,245.56,213.56,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky,plant_horizontal
303,BDL037_Suna_EyeTracking_Walk2_Render.mov,303,fixation,5466,182395.0,182528.333333,133.333333,182060.0,00:03:02.42800,217.59,165.29,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,plant_vertical plant_vertical
304,BDL037_Suna_EyeTracking_Walk2_Render.mov,304,fixation,5514,183963.333333,184196.666667,233.333333,183661.666667,00:03:04.03000,118.57,156.66,-1000.0,-1000.0,,,,building building building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,person
305,BDL037_Suna_EyeTracking_Walk2_Render.mov,305,fixation,5535,184731.666667,184831.666667,100.0,184363.333333,00:03:04.73200,99.14,166.49,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky sky sky,person
306,BDL037_Suna_EyeTracking_Walk2_Render.mov,306,fixation,5541,184898.333333,185031.666667,133.333333,184563.333333,00:03:04.93200,100.65,147.15,-1000.0,-1000.0,,,,building building building pavement pavement person plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky sky,person
307,BDL037_Suna_EyeTracking_Walk2_Render.mov,307,fixation,5546,185065.0,185198.333333,133.333333,184730.0,00:03:05.09800,104.51,179.13,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky,person
308,BDL037_Suna_EyeTracking_Walk2_Render.mov,308,fixation,5569,185866.666667,185966.666667,100.0,185498.333333,00:03:05.86700,184.1,119.43,-1000.0,-1000.0,,,,bench_chair building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,plant_vertical
309,BDL037_Suna_EyeTracking_Walk2_Render.mov,309,fixation,5582,186266.666667,186433.333333,166.666667,185931.666667,00:03:06.30000,250.09,107.26,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical,
310,BDL037_Suna_EyeTracking_Walk2_Render.mov,310,fixation,5587,186466.666667,186566.666667,100.0,186098.333333,00:03:06.46700,242.45,122.64,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical pole sky,building
311,BDL037_Suna_EyeTracking_Walk2_Render.mov,311,fixation,5593,186566.666667,186866.666667,300.0,186298.333333,00:03:06.66700,256.97,138.38,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical plant_vertical sky,
312,BDL037_Suna_EyeTracking_Walk2_Render.mov,312,fixation,5610,187201.666667,187368.333333,166.666667,186866.666667,00:03:07.23500,182.58,81.92,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sign sky,plant_vertical
313,BDL037_Suna_EyeTracking_Walk2_Render.mov,313,fixation,5620,187401.666667,187835.0,433.333333,187200.0,00:03:07.56800,241.02,109.26,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical pole sky,
314,BDL037_Suna_EyeTracking_Walk2_Render.mov,314,fixation,5635,187868.333333,188336.666667,468.333333,187700.0,00:03:08.06800,252.87,90.46,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,
315,BDL037_Suna_EyeTracking_Walk2_Render.mov,315,fixation,5644,188336.666667,188470.0,133.333333,188001.666667,00:03:08.37000,247.99,57.85,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole sky,plant_vertical
316,BDL037_Suna_EyeTracking_Walk2_Render.mov,316,fixation,5648,188470.0,188636.666667,166.666667,188135.0,00:03:08.50300,249.14,52.59,-1000.0,-1000.0,,,,building car pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky,plant_vertical
317,BDL037_Suna_EyeTracking_Walk2_Render.mov,317,fixation,5701,189436.666667,191206.666667,1770.0,189903.333333,00:03:10.27200,97.36,144.32,-1000.0,-1000.0,,,,building building building building car pavement person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky sky,person
318,BDL037_Suna_EyeTracking_Walk2_Render.mov,318,fixation,5734,191373.333333,191473.333333,100.0,191005.0,00:03:11.37300,167.16,167.28,-1000.0,-1000.0,,,,building pavement pavement person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky,
319,BDL037_Suna_EyeTracking_Walk2_Render.mov,319,fixation,5756,192073.333333,192206.666667,133.333333,191738.333333,00:03:12.10700,131.58,4.91,-1000.0,-1000.0,,,,building pavement plant_horizontal,
320,BDL037_Suna_EyeTracking_Walk2_Render.mov,320,fixation,5760,192206.666667,192341.666667,135.0,191871.666667,00:03:12.24000,133.86,13.79,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_vertical,plant_vertical
321,BDL037_Suna_EyeTracking_Walk2_Render.mov,321,fixation,5765,192408.333333,192508.333333,100.0,192040.0,00:03:12.40800,97.36,29.08,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,sky
322,BDL037_Suna_EyeTracking_Walk2_Render.mov,322,fixation,5768,192508.333333,192608.333333,100.0,192140.0,00:03:12.50800,126.83,163.28,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical sky,plant_horizontal
323,BDL037_Suna_EyeTracking_Walk2_Render.mov,323,fixation,5780,192875.0,193041.666667,166.666667,192540.0,00:03:12.90800,180.36,77.52,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,plant_vertical
324,BDL037_Suna_EyeTracking_Walk2_Render.mov,324,fixation,5794,193375.0,193475.0,100.0,193006.666667,00:03:13.37500,176.24,126.23,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,plant_vertical plant_vertical
325,BDL037_Suna_EyeTracking_Walk2_Render.mov,325,fixation,5801,193575.0,193710.0,135.0,193241.666667,00:03:13.61000,188.75,87.33,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_vertical plant_vertical sky sky,plant_vertical
326,BDL037_Suna_EyeTracking_Walk2_Render.mov,326,fixation,5806,193776.666667,193876.666667,100.0,193408.333333,00:03:13.77700,148.03,35.4,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,sky
327,BDL037_Suna_EyeTracking_Walk2_Render.mov,327,fixation,5809,193876.666667,193976.666667,100.0,193508.333333,00:03:13.87700,152.61,75.75,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,
328,BDL037_Suna_EyeTracking_Walk2_Render.mov,328,fixation,5813,194010.0,194110.0,100.0,193641.666667,00:03:14.01000,149.81,175.8,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky,plant_vertical
329,BDL037_Suna_EyeTracking_Walk2_Render.mov,329,fixation,5819,194210.0,194310.0,100.0,193841.666667,00:03:14.21000,128.88,161.66,-1000.0,-1000.0,,,,building pavement plant_vertical plant_vertical plant_vertical sky sky sky sky sky sky,plant_vertical plant_vertical
330,BDL037_Suna_EyeTracking_Walk2_Render.mov,330,fixation,5837,194676.666667,195045.0,368.333333,194441.666667,00:03:14.81000,180.46,145.49,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical sky sky,plant_vertical
331,BDL037_Suna_EyeTracking_Walk2_Render.mov,331,fixation,5845,195045.0,195178.333333,133.333333,194710.0,00:03:15.07800,199.27,117.8,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical sky sky,plant_vertical
332,BDL037_Suna_EyeTracking_Walk2_Render.mov,332,fixation,5850,195245.0,195345.0,100.0,194876.666667,00:03:15.24500,189.72,214.75,-1000.0,-1000.0,,,,bench_chair building building car pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical sky sky,pavement
333,BDL037_Suna_EyeTracking_Walk2_Render.mov,333,fixation,5861,195578.333333,195745.0,166.666667,195243.333333,00:03:15.61200,136.95,213.1,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,plant_horizontal plant_horizontal
334,BDL037_Suna_EyeTracking_Walk2_Render.mov,334,fixation,5866,195778.333333,195878.333333,100.0,195410.0,00:03:15.77800,126.61,175.3,-1000.0,-1000.0,,,,building building pavement person person plant_horizontal plant_vertical plant_vertical sky,plant_horizontal
335,BDL037_Suna_EyeTracking_Walk2_Render.mov,335,fixation,5869,195878.333333,195978.333333,100.0,195510.0,00:03:15.87800,112.46,163.08,-1000.0,-1000.0,,,,building pavement person plant_vertical sky,building
336,BDL037_Suna_EyeTracking_Walk2_Render.mov,336,fixation,5891,196580.0,196713.333333,133.333333,196245.0,00:03:16.61300,12.67,39.37,-1000.0,-1000.0,,,,building pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky sky sky,sky
337,BDL037_Suna_EyeTracking_Walk2_Render.mov,337,fixation,5896,196746.666667,196880.0,133.333333,196411.666667,00:03:16.78000,14.76,91.14,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky,sky sky
338,BDL037_Suna_EyeTracking_Walk2_Render.mov,338,fixation,5917,197446.666667,197615.0,168.333333,197111.666667,00:03:17.48000,43.38,104.73,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky,person
339,BDL037_Suna_EyeTracking_Walk2_Render.mov,339,fixation,5928,197848.333333,197948.333333,100.0,197480.0,00:03:17.84800,107.49,203.89,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical sky sky,person
340,BDL037_Suna_EyeTracking_Walk2_Render.mov,340,fixation,5945,198381.666667,198515.0,133.333333,198046.666667,00:03:18.41500,31.49,198.23,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,
341,BDL037_Suna_EyeTracking_Walk2_Render.mov,341,fixation,5958,198848.333333,198950.0,101.666667,198480.0,00:03:18.84800,203.37,100.57,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole sky,plant_vertical
342,BDL037_Suna_EyeTracking_Walk2_Render.mov,342,fixation,5981,199383.333333,199950.0,566.666667,199248.333333,00:03:19.61700,207.91,97.99,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole,plant_vertical
343,BDL037_Suna_EyeTracking_Walk2_Render.mov,343,fixation,6000,200250.0,200351.666667,101.666667,199881.666667,00:03:20.25000,346.13,88.15,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical pole,building
344,BDL037_Suna_EyeTracking_Walk2_Render.mov,344,fixation,6005,200418.333333,200518.333333,100.0,200050.0,00:03:20.41800,397.16,114.71,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole sky,
345,BDL037_Suna_EyeTracking_Walk2_Render.mov,345,fixation,6009,200551.666667,200651.666667,100.0,200183.333333,00:03:20.55200,420.15,120.39,-1000.0,-1000.0,,,,building building building building pavement plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical pole sky sky,pole
346,BDL037_Suna_EyeTracking_Walk2_Render.mov,346,fixation,6024,201018.333333,201185.0,166.666667,200683.333333,00:03:21.05200,366.98,177.21,-1000.0,-1000.0,,,,building building building pavement plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical pole sky sky,pole
347,BDL037_Suna_EyeTracking_Walk2_Render.mov,347,fixation,6039,201185.0,201986.666667,801.666667,201183.333333,00:03:21.55200,394.38,146.95,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky,
348,BDL037_Suna_EyeTracking_Walk2_Render.mov,348,fixation,6065,202386.666667,202520.0,133.333333,202051.666667,00:03:22.42000,210.26,81.58,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky,
349,BDL037_Suna_EyeTracking_Walk2_Render.mov,349,fixation,6070,202553.333333,202686.666667,133.333333,202218.333333,00:03:22.58700,229.12,99.11,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,plant_vertical
350,BDL037_Suna_EyeTracking_Walk2_Render.mov,350,fixation,6081,202686.666667,203288.333333,601.666667,202586.666667,00:03:22.95500,244.74,92.44,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,plant_vertical
351,BDL037_Suna_EyeTracking_Walk2_Render.mov,351,fixation,6091,203288.333333,203388.333333,100.0,202920.0,00:03:23.28800,205.42,203.04,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,pavement
352,BDL037_Suna_EyeTracking_Walk2_Render.mov,352,fixation,6100,203588.333333,203688.333333,100.0,203220.0,00:03:23.58800,443.98,141.1,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,pavement
353,BDL037_Suna_EyeTracking_Walk2_Render.mov,353,fixation,6107,203788.333333,203921.666667,133.333333,203453.333333,00:03:23.82200,413.82,145.84,-1000.0,-1000.0,,,,building building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky,pavement
354,BDL037_Suna_EyeTracking_Walk2_Render.mov,354,fixation,6118,204088.333333,204356.666667,268.333333,203820.0,00:03:24.18800,336.22,198.07,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky,
355,BDL037_Suna_EyeTracking_Walk2_Render.mov,355,fixation,6135,204723.333333,204890.0,166.666667,204388.333333,00:03:24.75700,199.37,62.22,-1000.0,-1000.0,,,,building building building pavement plant_horizontal plant_vertical plant_vertical plant_vertical sky,building building
356,BDL037_Suna_EyeTracking_Walk2_Render.mov,356,fixation,6145,205090.0,205190.0,100.0,204721.666667,00:03:25.09000,195.48,60.0,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,plant_vertical
357,BDL037_Suna_EyeTracking_Walk2_Render.mov,357,fixation,6157,205490.0,205590.0,100.0,205121.666667,00:03:25.49000,290.03,119.17,-1000.0,-1000.0,,,,bench_chair building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical,
358,BDL037_Suna_EyeTracking_Walk2_Render.mov,358,fixation,6233,207493.333333,208628.333333,1135.0,207658.333333,00:03:28.02700,91.33,173.52,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky sky,person
359,BDL037_Suna_EyeTracking_Walk2_Render.mov,359,fixation,6260,208828.333333,209128.333333,300.0,208560.0,00:03:28.92800,100.46,150.4,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,person
360,BDL037_Suna_EyeTracking_Walk2_Render.mov,360,fixation,6276,209428.333333,209595.0,166.666667,209093.333333,00:03:29.46200,95.97,13.85,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical pole sky,
361,BDL037_Suna_EyeTracking_Walk2_Render.mov,361,fixation,6307,210463.333333,210596.666667,133.333333,210128.333333,00:03:30.49700,118.06,300.35,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky sky sky,person
362,BDL037_Suna_EyeTracking_Walk2_Render.mov,362,fixation,6311,210596.666667,210730.0,133.333333,210261.666667,00:03:30.63000,124.59,278.81,-1000.0,-1000.0,,,,building car pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky,person
363,BDL037_Suna_EyeTracking_Walk2_Render.mov,363,fixation,6356,211898.333333,212433.333333,535.0,211763.333333,00:03:32.13200,47.11,20.8,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,
364,BDL037_Suna_EyeTracking_Walk2_Render.mov,364,fixation,6381,212933.333333,213066.666667,133.333333,212598.333333,00:03:32.96700,148.4,328.82,-1000.0,-1000.0,,,,building person person plant_horizontal plant_horizontal plant_vertical plant_vertical sky,person
365,BDL037_Suna_EyeTracking_Walk2_Render.mov,365,fixation,6386,213133.333333,213233.333333,100.0,212765.0,00:03:33.13300,137.57,298.16,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,
366,BDL037_Suna_EyeTracking_Walk2_Render.mov,366,fixation,6440,214868.333333,215070.0,201.666667,214566.666667,00:03:34.93500,12.12,132.25,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_vertical sky sky,person
367,BDL037_Suna_EyeTracking_Walk2_Render.mov,367,fixation,6447,215103.333333,215336.666667,233.333333,214801.666667,00:03:35.17000,17.67,82.33,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical sky sky,person
368,BDL037_Suna_EyeTracking_Walk2_Render.mov,368,fixation,6452,215336.666667,215436.666667,100.0,214968.333333,00:03:35.33700,35.16,84.16,-1000.0,-1000.0,,,,pavement pavement person plant_horizontal plant_vertical plant_vertical sky,person
369,BDL037_Suna_EyeTracking_Walk2_Render.mov,369,fixation,6462,215436.666667,215970.0,533.333333,215301.666667,00:03:35.67000,80.13,62.01,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky,sky
370,BDL037_Suna_EyeTracking_Walk2_Render.mov,370,fixation,6516,217438.333333,217571.666667,133.333333,217103.333333,00:03:37.47200,96.43,148.97,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical pole,plant_vertical
371,BDL037_Suna_EyeTracking_Walk2_Render.mov,371,fixation,6523,217571.666667,217906.666667,335.0,217338.333333,00:03:37.70700,137.9,120.83,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sculpture,plant_vertical plant_vertical
372,BDL037_Suna_EyeTracking_Walk2_Render.mov,372,fixation,6546,218373.333333,218640.0,266.666667,218105.0,00:03:38.47300,155.51,51.88,-1000.0,-1000.0,,,,bicycle building pavement plant_horizontal plant_vertical pole pole sky,plant_vertical
373,BDL037_Suna_EyeTracking_Walk2_Render.mov,373,fixation,6554,218640.0,218940.0,300.0,218371.666667,00:03:38.74000,159.84,68.95,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_vertical plant_vertical sky,plant_vertical
374,BDL037_Suna_EyeTracking_Walk2_Render.mov,374,fixation,6564,219008.333333,219208.333333,200.0,218706.666667,00:03:39.07500,187.0,56.1,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_vertical plant_vertical,plant_vertical
375,BDL037_Suna_EyeTracking_Walk2_Render.mov,375,fixation,6569,219241.666667,219341.666667,100.0,218873.333333,00:03:39.24200,159.21,56.42,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical,plant_vertical
376,BDL037_Suna_EyeTracking_Walk2_Render.mov,376,fixation,6575,219341.666667,219641.666667,300.0,219073.333333,00:03:39.44200,127.66,57.37,-1000.0,-1000.0,,,,building building pavement pavement plant_vertical,plant_vertical
377,BDL037_Suna_EyeTracking_Walk2_Render.mov,377,fixation,6582,219675.0,219775.0,100.0,219306.666667,00:03:39.67500,154.85,56.3,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_vertical plant_vertical,plant_vertical
