,Unnamed: 0,filename,frame,subset,dog,class_count,class_list
240,240,7e43188f-20139.jpg,20139,train,kermit,5,building plant_vertical plant_vertical plant_vertical sky
241,241,7014c623-20045.jpg,20045,train,kermit,13,pavement plant_vertical building plant_vertical plant_vertical car car sky sky building building building car
242,242,bcea991a-19957.jpg,19957,train,kermit,10,pavement plant_vertical plant_vertical sky sky building car car plant_vertical building
243,243,1eddac0e-19871.jpg,19871,train,kermit,14,pavement plant_vertical plant_vertical building building building plant_vertical sky sky sky car car car pole
244,244,c21254c8-19748.jpg,19748,train,kermit,5,plant_vertical pavement car car pavement
245,245,1eea89d4-19674.jpg,19674,train,kermit,7,car car pavement plant_vertical building sky sky
246,246,2d4c57df-19602.jpg,19602,train,kermit,7,car car pavement plant_vertical plant_vertical sky person
247,247,e7ea2fc4-18794.jpg,18794,train,kermit,8,pavement plant_vertical plant_vertical car sky building building sky
248,248,5a18fbea-18666.jpg,18666,train,kermit,23,pavement pavement pavement pavement pavement pavement car car car plant_vertical plant_vertical plant_vertical pole building plant_vertical plant_vertical sky plant_vertical building building building person person
249,249,9fcb6c24-18593.jpg,18593,train,kermit,14,pavement plant_vertical sky building person person pole car car building building building sky plant_vertical
250,250,5f490b30-18514.jpg,18514,train,kermit,10,pavement person plant_vertical car building plant_vertical plant_vertical sky sky building
251,251,29907fb1-18434.jpg,18434,train,kermit,4,pavement plant_vertical car sky
252,252,8fead926-18349.jpg,18349,train,kermit,15,pavement car car car plant_vertical plant_vertical building building building sky sky sky sky pavement pavement
253,253,40cb9b7a-18287.jpg,18287,train,kermit,14,pavement plant_vertical pavement car car plant_vertical plant_vertical plant_vertical building building building building pavement sky
254,254,b790c115-18187.jpg,18187,train,kermit,7,pavement plant_vertical person person sky building sky
255,255,b53d5a30-15727.jpg,15727,train,kermit,14,pavement plant_horizontal plant_horizontal plant_horizontal building bench_chair bench_chair sky sky plant_vertical building car car plant_vertical
256,256,7e417008-15335.jpg,15335,train,kermit,12,plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical sky building building building sky sky
257,257,69189879-9823.jpg,9823,train,goose,9,pavement plant_horizontal bench_chair building plant_vertical plant_vertical sky plant_vertical sky
258,258,488d7b14-8921.jpg,8921,train,goose,14,plant_horizontal plant_vertical pavement person person building pole building building plant_horizontal building plant_vertical sky sky
259,259,a347ba18-33524.jpg,33524,train,goose,14,person pavement pole plant_vertical plant_vertical sky building building sky plant_vertical plant_vertical plant_horizontal plant_horizontal plant_vertical
260,260,bce2f471-29836.jpg,29836,train,goose,11,plant_horizontal plant_vertical building plant_vertical building person person plant_vertical sky sky sky
261,261,0632d744-11041.jpg,11041,train,goose,6,pavement plant_horizontal building plant_vertical building sky
262,262,839dde7e-11515.jpg,11515,train,goose,8,pavement plant_horizontal plant_vertical plant_horizontal building building sky plant_vertical
263,263,e0e450a4-12306.jpg,12306,train,goose,17,plant_horizontal pole plant_horizontal pavement pavement pavement plant_horizontal plant_vertical plant_vertical building building plant_vertical building sculpture sky sky sky
264,264,f94ff386-14063.jpg,14063,train,goose,8,plant_horizontal plant_horizontal plant_vertical plant_vertical building pavement building sky
265,265,0d5dcb32-21756.jpg,21756,train,goose,3,plant_vertical plant_horizontal building
266,266,ee5c3b8d-8143.jpg,8143,train,goose,9,pavement plant_horizontal plant_vertical building plant_horizontal plant_horizontal plant_vertical person sky
267,267,bf58d551-6128.jpg,6128,train,goose,10,plant_horizontal plant_horizontal person person plant_horizontal plant_horizontal plant_horizontal pavement pavement plant_vertical
268,268,b332cd38-5452.jpg,5452,train,goose,13,building sky person building plant_horizontal plant_vertical plant_vertical sky plant_vertical sky sky sky sky
269,269,351a4299-11796.jpg,11796,train,goose,10,pavement plant_horizontal plant_vertical plant_vertical building plant_horizontal person building sky sky
270,270,87e697c1-9546.jpg,9546,train,goose,10,plant_horizontal pavement plant_vertical building building plant_vertical plant_vertical building sky sky
271,271,746ae922-7837.jpg,7837,train,goose,9,person person plant_horizontal pavement building plant_vertical building sky plant_vertical
272,272,e7b6a521-7051.jpg,7051,train,goose,10,person person pole plant_vertical plant_vertical plant_vertical plant_vertical building sky sky
273,273,9f540123-6552.jpg,6552,train,goose,11,pavement plant_horizontal plant_vertical plant_vertical pole plant_horizontal plant_horizontal building sky pole plant_vertical
274,274,3e6fc485-10274.jpg,10274,train,goose,5,plant_horizontal person plant_horizontal pavement pavement
275,275,3b085cf3-10102.jpg,10102,train,goose,6,plant_horizontal plant_horizontal pavement plant_vertical building building
276,276,ac47b67a-19443.jpg,19443,train,goose,10,pavement person building plant_vertical building building plant_horizontal sky sky sky
277,277,4c9d3f1b-20980.jpg,20980,train,goose,12,plant_horizontal plant_vertical pole sky building sky sky sky car pavement sky plant_horizontal
278,278,e1b9f933-27806.jpg,27806,train,goose,3,pavement plant_vertical sky
279,279,8ded0a44-25314.jpg,25314,train,goose,11,pavement plant_vertical car building pole plant_vertical plant_vertical building sky sky sky
280,280,0ae17a2e-29004.jpg,29004,train,goose,9,person building building sky plant_vertical sky sky sky plant_vertical
281,281,398c54d9-30939.jpg,30939,train,goose,10,plant_vertical pavement building plant_vertical car plant_vertical building building sky sky
282,282,5ad5fd1f-33030.jpg,33030,train,goose,5,plant_horizontal plant_vertical building building bench_chair
283,283,5555f4c5-14445.jpg,14445,train,goose,18,plant_horizontal plant_horizontal plant_horizontal person plant_vertical building pavement pole pole sculpture plant_vertical plant_horizontal building building plant_vertical sky sky plant_vertical
284,284,6fdebfe1-16137.jpg,16137,train,goose,5,person pole plant_horizontal plant_vertical sky
285,285,3a6b8eb2-19782.jpg,19782,train,goose,3,plant_horizontal building pavement
286,286,4525c11e-23603.jpg,23603,train,goose,6,person plant_vertical building building building sky
287,287,97cced38-25102.jpg,25102,train,goose,6,building pavement plant_vertical plant_vertical sky building
288,288,0c63a890-35965.jpg,35965,train,goose,9,person person building plant_vertical sky sky sky sky sky
289,289,8345381f-32221.jpg,32221,train,goose,7,building plant_vertical pavement building plant_vertical plant_horizontal sky
290,290,703169aa-26358.jpg,26358,train,goose,3,plant_vertical sky plant_horizontal
291,291,a1ef924a-24594.jpg,24594,train,goose,10,pavement person plant_vertical plant_horizontal building sky plant_vertical sky building pavement
292,292,83290694-28796.jpg,28796,train,goose,11,pavement plant_vertical building building sky building sky plant_vertical sky plant_vertical plant_vertical
293,293,b2d014a4-29239.jpg,29239,train,goose,11,plant_horizontal plant_vertical pole construction building building sky building pavement sky plant_vertical
294,294,29909302-31686.jpg,31686,train,goose,13,sign pavement plant_vertical plant_vertical building sky sky plant_vertical car building plant_vertical plant_vertical sky
295,295,63228766-31114.jpg,31114,train,goose,5,pavement building plant_horizontal plant_vertical sky
296,296,d16efa89-31966.jpg,31966,train,goose,8,building building plant_vertical plant_vertical plant_horizontal plant_horizontal pavement sky
297,297,ff742aaa-33725.jpg,33725,train,goose,3,person plant_horizontal building
298,298,6133aedd-29579.jpg,29579,train,goose,14,sign construction pavement plant_vertical plant_vertical plant_vertical building building car car car building plant_vertical sky
299,299,7e339164-32147.jpg,32147,train,goose,7,building person plant_vertical building sky sky sky
300,300,54e22e49-10836.jpg,10836,train,goose,8,plant_horizontal bench_chair pavement plant_vertical building plant_vertical sky plant_vertical
301,301,f5737f2a-10448.jpg,10448,train,goose,8,bench_chair pavement plant_horizontal plant_horizontal plant_vertical building building sky
302,302,963fa182-10004.jpg,10004,train,goose,10,plant_horizontal pavement bench_chair plant_horizontal plant_horizontal building plant_vertical plant_vertical sky plant_vertical
303,303,1a7b2284-9242.jpg,9242,train,goose,5,building pavement building sky plant_vertical
304,304,40c97c31-2098.jpg,2098,train,goose,3,plant_horizontal pavement building
305,305,d54db6cd-15155.jpg,15155,train,goose,11,sculpture sculpture plant_horizontal building building pole plant_vertical plant_horizontal building plant_vertical sky
306,306,c53b43c3-12804.jpg,12804,train,goose,10,sculpture plant_horizontal building pavement building building plant_vertical sky plant_vertical sky
307,307,f9ececff-12873.jpg,12873,train,goose,11,sculpture plant_horizontal plant_vertical plant_vertical building building building building sky sky sky
308,308,b11338b0-12234.jpg,12234,train,goose,11,pole plant_vertical building sky sky plant_horizontal plant_horizontal plant_horizontal pavement building building
309,309,3e57d354-11073.jpg,11073,train,goose,8,plant_horizontal plant_vertical building pavement plant_horizontal building building sky
310,310,2d3bc6ea-10632.jpg,10632,train,goose,7,person pavement plant_horizontal building building plant_vertical sky
311,311,94b2a421-16589.jpg,16589,train,goose,15,pole plant_horizontal plant_horizontal person plant_vertical sky sky plant_vertical sky sky plant_vertical plant_vertical building pavement sky
312,312,915f410e-21262.jpg,21262,train,goose,10,construction pavement building plant_vertical plant_horizontal plant_vertical building pole sky plant_vertical
313,313,5e5a8816-15191.jpg,15191,train,goose,7,sculpture sculpture plant_horizontal building plant_vertical plant_vertical sky
314,314,c2625942-15308.jpg,15308,train,goose,9,sculpture building plant_horizontal building plant_vertical sky sky sky sky
315,315,f119692a-15488.jpg,15488,train,goose,8,sculpture plant_horizontal building building plant_vertical sky plant_vertical sky
316,316,f41ea34f-20182.jpg,20182,train,goose,10,person car pavement plant_horizontal plant_vertical building plant_vertical plant_vertical sky sky
317,317,0874d6c5-23358.jpg,23358,train,goose,12,sign plant_horizontal car car pavement pole building building plant_vertical plant_vertical plant_vertical sky
318,318,99dd5711-12589.jpg,12589,train,goose,5,person sky plant_vertical pavement building
319,319,71bbeb48-16738.jpg,16738,train,goose,6,pavement plant_horizontal plant_vertical sky sculpture building
320,320,1d1faaa0-21637.jpg,21637,train,goose,10,plant_horizontal bench_chair pavement building building car plant_vertical pole pole sky
321,321,190c6369-21988.jpg,21988,train,goose,13,bus pavement pavement pavement car person person building building plant_vertical sky sky plant_vertical
322,322,644c20df-23158.jpg,23158,train,goose,19,person person car car sign pavement pavement plant_horizontal plant_vertical sky pole sky plant_vertical plant_vertical building plant_horizontal plant_horizontal plant_vertical building
323,323,757fb121-30474.jpg,30474,train,goose,6,building person plant_vertical pavement sky sky
324,324,a6e9e588-31633.jpg,31633,train,goose,12,pavement plant_vertical plant_vertical building building building plant_vertical plant_horizontal car sky sky sign
325,325,377d4f50-32985.jpg,32985,train,goose,9,plant_horizontal plant_horizontal person bench_chair pavement bench_chair building building plant_vertical
326,326,7ddc575a-29269.jpg,29269,train,goose,12,building building construction pole plant_vertical plant_horizontal pavement bench_chair car sky sky building
327,327,3c434c22-29547.jpg,29547,train,goose,12,construction pavement plant_vertical plant_vertical plant_vertical plant_vertical car building building building sky sign
328,328,4217ccd7-28475.jpg,28475,train,goose,9,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky
329,329,5295870e-27839.jpg,27839,train,goose,13,building building building pole bench_chair person person person plant_vertical sky plant_vertical pavement sky
330,330,0cb49f75-26909.jpg,26909,train,goose,11,pole pole bench_chair pavement building plant_vertical sky bench_chair plant_vertical plant_vertical plant_vertical
331,331,eb4ffebc-1024.jpg,1024,train,goose,3,plant_horizontal plant_vertical plant_vertical
332,332,c0d3e857-8178.jpg,8178,train,goose,10,pole plant_horizontal plant_horizontal pavement pavement building plant_vertical plant_vertical sky sky
333,333,f98d60d9-7992.jpg,7992,train,goose,8,pavement building plant_horizontal plant_vertical plant_vertical sky sky pole
334,334,ec3e3eb6-7136.jpg,7136,train,goose,8,person building plant_horizontal pavement plant_vertical sky sky pole
335,335,15c00c73-2147.jpg,2147,train,goose,14,pavement pavement person building plant_vertical building plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical building plant_vertical sky
336,336,b2be4432-1629.jpg,1629,train,goose,11,building building plant_horizontal plant_horizontal plant_vertical pole pavement plant_vertical plant_vertical sky plant_vertical
337,337,7f4f20d5-32519.jpg,32519,train,goose,11,person person pavement plant_vertical plant_vertical plant_vertical plant_horizontal plant_horizontal building building sky
338,338,4349d463-24254.jpg,24254,train,goose,11,sky building person plant_vertical plant_vertical plant_vertical plant_vertical pavement pavement plant_horizontal plant_horizontal
339,339,a86029b3-9282.jpg,9282,train,goose,7,building pole pavement pavement building plant_horizontal plant_vertical
340,340,d1636748-19846.jpg,19846,train,goose,8,plant_horizontal pavement building building pavement plant_vertical sky sky
341,341,ce998851-20919.jpg,20919,train,goose,4,building sky plant_horizontal plant_vertical
342,342,333ccb5d-21572.jpg,21572,train,goose,9,plant_vertical sky person building pavement plant_vertical plant_vertical plant_horizontal pavement
343,343,dc148c77-21881.jpg,21881,train,goose,2,plant_horizontal building
344,344,65796273-31331.jpg,31331,train,goose,8,pavement plant_horizontal plant_vertical plant_vertical plant_vertical sky building building
345,345,b61bd6b4-9653.jpg,9653,train,goose,7,pavement person person plant_horizontal plant_horizontal building plant_vertical
346,346,c3f35ae9-6731.jpg,6731,train,goose,10,sky plant_horizontal pavement plant_vertical building building building plant_vertical plant_vertical sky
347,347,7e85167a-555.jpg,555,train,goose,11,building bench_chair plant_horizontal plant_horizontal plant_horizontal building plant_vertical pole sky pavement pavement
348,348,1ebba702-360.jpg,360,train,goose,6,person plant_vertical plant_vertical building building sky
349,349,cbe247db-9622.jpg,9622,train,goose,13,person plant_horizontal plant_horizontal plant_horizontal pavement building building building plant_vertical plant_vertical plant_vertical sky bench_chair
350,350,2ab0cded-13847.jpg,13847,train,goose,6,building pavement plant_horizontal plant_vertical building sky
351,351,500543ae-775.jpg,775,train,goose,12,person pole pavement pavement building building plant_horizontal plant_vertical plant_vertical sky sky bench_chair
352,352,6d956f21-2.jpg,2,train,goose,9,person pavement pavement pavement plant_horizontal plant_horizontal building sky plant_vertical
353,353,871d9927-Screen_Shot_2022-01-12_at_11.23.15_AM.png,Screen_Shot_2022,train,goose,12,person person person car car plant_vertical plant_vertical plant_vertical plant_horizontal pavement sky sign
354,354,6952c6d4-36732.jpg,36732,train,goose,9,person plant_horizontal plant_horizontal pavement building plant_vertical plant_vertical plant_vertical sky
355,355,8b737151-33822.jpg,33822,train,goose,2,plant_horizontal building
356,356,3e1239b0-32307.jpg,32307,train,goose,8,pavement plant_horizontal plant_vertical building building plant_vertical building sky
357,357,f57dcce2-31814.jpg,31814,train,goose,4,pavement building plant_vertical sky
358,358,6a0d1de9-30688.jpg,30688,train,goose,4,pavement plant_vertical building sky
359,359,48d6a27a-30211.jpg,30211,train,goose,6,plant_vertical plant_horizontal pavement building building sky
360,360,410dc5e4-30069.jpg,30069,train,goose,16,car car car building plant_vertical plant_vertical pole pavement building plant_vertical plant_vertical bicycle sky sky sky sky
361,361,b892a282-29685.jpg,29685,train,goose,10,plant_horizontal plant_vertical plant_vertical car car pavement building building sky plant_vertical
362,362,4bbf498f-28517.jpg,28517,train,goose,3,pavement plant_vertical plant_horizontal
363,363,055e634c-26649.jpg,26649,train,goose,7,pavement person plant_vertical sky sky sky sky
364,364,05503c32-25003.jpg,25003,train,goose,6,building plant_vertical plant_horizontal pavement sky plant_vertical
365,365,092fd4fd-23125.jpg,23125,train,goose,13,person person pavement pavement plant_vertical plant_vertical pavement pavement pavement car building plant_vertical plant_vertical
366,366,a82c1f1e-21841.jpg,21841,train,goose,1,plant_horizontal
367,367,c526bbf3-21392.jpg,21392,train,goose,2,plant_horizontal pavement
368,368,1972f9f2-20299.jpg,20299,train,goose,9,plant_horizontal plant_vertical plant_vertical pavement building building sky plant_vertical plant_vertical
369,369,c4c9644d-20039.jpg,20039,train,goose,10,plant_horizontal plant_vertical pavement plant_vertical car car plant_vertical plant_vertical sky building
370,370,e12f81d1-19599.jpg,19599,train,goose,2,plant_horizontal building
371,371,0a33e35e-19112.jpg,19112,train,goose,2,pavement person
372,372,f43c1fb2-18168.jpg,18168,train,goose,7,car person building sky plant_vertical building pavement
373,373,d07bf9e1-17525.jpg,17525,train,goose,12,building pavement plant_horizontal plant_horizontal plant_horizontal car bench_chair building building plant_vertical plant_vertical sky
374,374,ea0c7ae0-15449.jpg,15449,train,goose,11,plant_horizontal plant_horizontal pavement person sky plant_vertical building plant_vertical pole building plant_vertical
375,375,c977a6af-14713.jpg,14713,train,goose,6,pavement building plant_horizontal building plant_vertical sky
376,376,c3bfceaf-13812.jpg,13812,train,goose,6,plant_horizontal pavement building plant_vertical sky building
377,377,1f3d6631-11401.jpg,11401,train,goose,1,plant_vertical
378,378,7f5b501e-11240.jpg,11240,train,goose,5,pavement plant_horizontal plant_vertical sky building
379,379,0c47b56f-10399.jpg,10399,train,goose,12,person pavement pavement plant_horizontal plant_horizontal plant_horizontal bench_chair building plant_vertical plant_vertical sky sky
380,380,966be1ef-9899.jpg,9899,train,goose,8,plant_horizontal plant_vertical plant_vertical plant_horizontal pavement pole building sky
381,381,b14d7f84-9424.jpg,9424,train,goose,8,plant_horizontal pavement building building building plant_vertical sky plant_vertical
382,382,fea53241-5708.jpg,5708,train,goose,2,plant_horizontal pavement
383,383,d1f2d8e2-1073.jpg,1073,train,goose,3,plant_vertical plant_horizontal building
384,384,5dc77bcf-960.jpg,960,train,goose,2,plant_horizontal person
385,385,6ae59d8c-27963.jpg,27963,train,suna,7,person sky pavement pole bench_chair building plant_horizontal
386,386,8969f338-27063.jpg,27063,train,suna,6,person person sky plant_horizontal bench_chair pole
387,387,755b6a9e-26085.jpg,26085,train,suna,10,person person sky pole bench_chair plant_horizontal plant_horizontal plant_horizontal plant_vertical building
388,388,bb2139f3-17202.jpg,17202,train,suna,8,person sky pavement car building bus plant_vertical pole
389,389,713f7e3a-14149.jpg,14149,train,suna,3,pavement plant_vertical building
390,390,cf5de50d-13427.jpg,13427,train,suna,8,sky pavement building plant_horizontal plant_horizontal plant_horizontal plant_vertical building
391,391,c7283454-11424.jpg,11424,train,suna,8,person sky pavement building plant_vertical plant_vertical plant_vertical plant_horizontal
392,392,9a833d2a-11342.jpg,11342,train,suna,8,person pavement sky plant_vertical plant_vertical pole building plant_horizontal
393,393,5dac7deb-11276.jpg,11276,train,suna,6,sky pavement building plant_vertical plant_vertical plant_horizontal
394,394,fd255c87-11215.jpg,11215,train,suna,6,plant_horizontal building plant_vertical sky pavement plant_horizontal
395,395,239f3d7d-11073.jpg,11073,train,suna,5,pavement pavement plant_vertical plant_vertical plant_horizontal
396,396,0c651d96-10994.jpg,10994,train,suna,6,sky pavement building plant_vertical plant_vertical plant_horizontal
397,397,ce5291fc-10852.jpg,10852,train,suna,11,sky pavement person person building building plant_vertical plant_vertical plant_vertical plant_vertical plant_horizontal
398,398,1d4b54c7-10782.jpg,10782,train,suna,15,sky pavement pole building building building plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_horizontal
399,399,c396661e-10712.jpg,10712,train,suna,15,person person person person sky pavement building building building plant_vertical plant_vertical plant_vertical pole plant_horizontal plant_horizontal
400,400,3217e7f4-10624.jpg,10624,train,suna,11,person person person pavement building building plant_vertical plant_vertical bench_chair plant_horizontal plant_horizontal
401,401,d21963c5-10549.jpg,10549,train,suna,14,sky pavement building building building plant_vertical plant_vertical plant_vertical bench_chair person person person plant_horizontal plant_horizontal
402,402,25d9a1f3-10415.jpg,10415,train,suna,16,sky pavement building building building plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical bench_chair bench_chair bench_chair person plant_horizontal plant_horizontal
403,403,419cb8b5-10354.jpg,10354,train,suna,17,sky pavement building building building plant_vertical plant_vertical plant_vertical plant_vertical bench_chair bench_chair bench_chair bench_chair bench_chair person plant_horizontal plant_horizontal
404,404,bc554563-10271.jpg,10271,train,suna,11,sky pavement sculpture building building building building plant_vertical plant_vertical plant_horizontal plant_horizontal
405,405,73b48797-12121.jpg,12121,train,suna,14,person sky sky sky sky building plant_horizontal plant_horizontal plant_horizontal pole sculpture plant_vertical plant_vertical pavement
406,406,9ecdc20a-11944.jpg,11944,train,suna,12,person sky pole pavement pavement plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical
407,407,4c8b26be-10205.jpg,10205,train,suna,12,pavement sculpture building building building plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_horizontal plant_horizontal
408,408,547fa84e-10138.jpg,10138,train,suna,14,pavement sculpture building building building building plant_vertical plant_vertical plant_vertical sculpture bench_chair bench_chair plant_horizontal plant_horizontal
409,409,458ec3cc-10050.jpg,10050,train,suna,13,pavement sculpture building building building building plant_vertical plant_vertical plant_vertical bench_chair bench_chair plant_horizontal plant_horizontal
410,410,e0f57f31-9976.jpg,9976,train,suna,12,sky pavement sculpture building building building building plant_vertical plant_vertical plant_vertical plant_horizontal plant_horizontal
411,411,e003867e-9885.jpg,9885,train,suna,14,sky pavement pole sculpture building building building building plant_vertical plant_vertical plant_vertical plant_vertical plant_horizontal plant_horizontal
412,412,0125330c-9799.jpg,9799,train,suna,15,sky pavement pole sculpture building building building building plant_vertical plant_vertical plant_vertical plant_vertical plant_horizontal plant_horizontal plant_horizontal
413,413,aad447c1-5620.jpg,5620,train,suna,13,pavement pole sky building building plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_horizontal plant_horizontal
414,414,b1f92feb-5546.jpg,5546,train,suna,12,person sky pavement pavement building building plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical plant_horizontal
415,415,0c6e64d2-5458.jpg,5458,train,suna,9,sky pavement pole building plant_vertical plant_vertical plant_horizontal plant_horizontal plant_horizontal
416,416,1b7eb9ae-1440.jpg,1440,train,suna,14,person sky sky pole building plant_vertical plant_vertical bench_chair bench_chair pavement plant_horizontal plant_horizontal plant_horizontal plant_horizontal
417,417,13b872bc-1368.jpg,1368,train,suna,14,person pavement sky sky pole building plant_vertical plant_vertical bench_chair bench_chair plant_horizontal plant_horizontal plant_horizontal plant_horizontal
418,418,58f5c6c4-1286.jpg,1286,train,suna,13,person pavement pole building plant_vertical plant_vertical bench_chair bench_chair sky plant_horizontal plant_horizontal plant_horizontal plant_horizontal
419,419,c88c4bb6-1205.jpg,1205,train,suna,12,person person pavement pole building plant_vertical plant_vertical bench_chair bench_chair plant_horizontal plant_horizontal plant_horizontal
420,420,7808481e-160.jpg,160,train,suna,7,person building plant_vertical plant_vertical pavement plant_horizontal plant_horizontal
421,421,b88faefc-28025.jpg,28025,train,suna,7,person sky pavement building pole plant_horizontal plant_vertical
422,422,6fce832f-28293.jpg,28293,train,suna,5,person sky plant_vertical pole plant_vertical
423,423,a76141c2-28391.jpg,28391,train,suna,7,person sky pavement plant_horizontal bench_chair building plant_vertical
424,424,1e92ce3c-28476.jpg,28476,train,suna,8,person sky pavement pole bench_chair plant_horizontal building plant_vertical
425,425,3ab24df3-28775.jpg,28775,train,suna,8,person sky pavement plant_horizontal bench_chair building building plant_vertical
426,426,ed5968dd-28926.jpg,28926,train,suna,4,person sky building plant_vertical
427,427,597d678a-29018.jpg,29018,train,suna,6,person sky bench_chair plant_horizontal building pavement
428,428,04780d24-27167.jpg,27167,train,suna,6,person pavement plant_horizontal pole bench_chair building
429,429,ad2b7643-27295.jpg,27295,train,suna,8,person sky pavement pole plant_horizontal bench_chair building plant_vertical
430,430,083ba607-27474.jpg,27474,train,suna,8,person sky pavement bench_chair plant_horizontal building pole plant_vertical
431,431,4550cfc1-27748.jpg,27748,train,suna,7,person person sky pavement plant_horizontal pole bench_chair
432,432,1f723dd8-27815.jpg,27815,train,suna,6,sky sky pavement plant_horizontal building plant_vertical
433,433,2b309ad2-26202.jpg,26202,train,suna,7,person pavement pole bench_chair building building plant_vertical
434,434,ace3c20d-26271.jpg,26271,train,suna,8,person sky pavement person pole bench_chair building plant_vertical
435,435,2904cb68-26341.jpg,26341,train,suna,7,person sky pavement pole person bench_chair plant_horizontal
436,436,16dcd1bd-26445.jpg,26445,train,suna,7,person sky person plant_horizontal pole building plant_vertical
437,437,d3685779-26522.jpg,26522,train,suna,9,person person plant_horizontal pavement sky bench_chair building pole plant_vertical
438,438,6a635941-26625.jpg,26625,train,suna,6,person person bench_chair plant_horizontal pole building
439,439,c41cf5cc-26709.jpg,26709,train,suna,4,person person plant_horizontal building
440,440,feb1b215-26792.jpg,26792,train,suna,8,person person pole sky plant_horizontal bench_chair building plant_vertical
441,441,97e6104e-26888.jpg,26888,train,suna,8,person sky building pavement plant_horizontal bench_chair pole plant_vertical
442,442,ccadb854-26955.jpg,26955,train,suna,9,person person sky plant_horizontal pole pavement bench_chair building plant_vertical
443,443,d6cc4c62-27023.jpg,27023,train,suna,9,person person sky pavement plant_horizontal pole bench_chair bench_chair plant_vertical
444,444,a0c727d6-25881.jpg,25881,train,suna,5,person pavement plant_horizontal building pole
445,445,e1a50019-25968.jpg,25968,train,suna,8,person sky pavement plant_horizontal bench_chair pole plant_vertical building
446,446,c14ffd2d-26034.jpg,26034,train,suna,10,person person sky pavement bench_chair pole building plant_horizontal plant_horizontal plant_vertical
447,447,cafd30b5-25607.jpg,25607,train,suna,8,person sky pavement plant_horizontal plant_horizontal plant_vertical bench_chair building
448,448,af550969-25687.jpg,25687,train,suna,9,person sky sky pavement plant_horizontal plant_horizontal pole building plant_vertical
449,449,5cb8f601-25775.jpg,25775,train,suna,8,person sky sky pavement plant_horizontal plant_horizontal plant_vertical building
450,450,2fa85278-24873.jpg,24873,train,suna,8,person person sky pavement building building plant_vertical plant_horizontal
451,451,5052b065-25001.jpg,25001,train,suna,12,person bench_chair bench_chair plant_horizontal plant_horizontal plant_horizontal pavement sky building pole plant_vertical plant_vertical
452,452,d5d3ca5b-25067.jpg,25067,train,suna,7,person sky sky pavement plant_horizontal plant_vertical building
453,453,fafa8e94-25302.jpg,25302,train,suna,7,person person plant_vertical sky sky pavement plant_horizontal
454,454,3f230dd1-25375.jpg,25375,train,suna,7,person person sky pavement plant_vertical building plant_horizontal
455,455,33512e38-25451.jpg,25451,train,suna,8,person sky sky plant_horizontal plant_horizontal plant_horizontal pole pavement
456,456,856342bc-25577.jpg,25577,train,suna,9,person sky sky pavement building building plant_vertical plant_horizontal plant_horizontal
457,457,455964ec-17417.jpg,17417,train,suna,7,scooter sky pavement plant_vertical plant_vertical building plant_vertical
458,458,f0040f7f-17487.jpg,17487,train,suna,7,plant_vertical plant_vertical pole pole pavement building plant_vertical
459,459,5025b716-24803.jpg,24803,train,suna,1,plant_horizontal
460,460,cb92eec9-17334.jpg,17334,train,suna,7,sky pavement scooter scooter pole plant_vertical scooter
461,461,d463397b-17145.jpg,17145,train,suna,6,person sky pavement bus building car
462,462,aae32bb8-17017.jpg,17017,train,suna,7,sky pavement pavement car building plant_vertical plant_vertical
463,463,2213829c-16946.jpg,16946,train,suna,5,sky pavement car plant_vertical plant_vertical
464,464,0370a2a3-15503.jpg,15503,train,suna,6,pavement sky plant_vertical car plant_vertical pole
465,465,0897e22e-15433.jpg,15433,train,suna,6,person sky pavement plant_vertical building car
466,466,e4291967-14360.jpg,14360,train,suna,7,person sky bus pavement car plant_vertical building
467,467,501c9565-14481.jpg,14481,train,suna,6,person sky sky pavement plant_vertical bus
468,468,ab12e98b-14590.jpg,14590,train,suna,4,sky pavement bus car
469,469,e8a5aac4-14687.jpg,14687,train,suna,6,sky pavement bus car pole building
470,470,4bae7e4c-14759.jpg,14759,train,suna,4,person pavement pole bus
471,471,2173a07e-14830.jpg,14830,train,suna,4,pavement bus person pole
472,472,6333f3b7-14914.jpg,14914,train,suna,5,pavement car car person person
473,473,eda05146-14979.jpg,14979,train,suna,6,person sky pavement car plant_vertical plant_vertical
474,474,83368a56-15066.jpg,15066,train,suna,7,person pole car car building sky pavement
475,475,7d798772-15134.jpg,15134,train,suna,7,person sky pavement car car plant_vertical building
476,476,ae5f52a2-15245.jpg,15245,train,suna,8,person sky building pavement car plant_vertical plant_vertical car
477,477,fd6fa170-15321.jpg,15321,train,suna,7,person sky pavement car plant_vertical scooter plant_vertical
478,478,2dd71983-14054.jpg,14054,train,suna,6,person pavement plant_horizontal plant_horizontal car car
