,/Users/pslive1/Documents/Walk_Projext/BDL037_Suna_Walk_Take2/BDL037_Suna_EyeTracking_Walk2_Render/BDL037_Suna_EyeTracking_Walk2_Render.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes,all_classes,fixation_classes,fixation_classes_no_background,union_areas,percentage_area
204,BDL037_Suna_EyeTracking_Walk2_Render.mov,204,fixation,3697,123355.0,123488.33333299999,133.333333,123020.0,00:02:03.38800,280.98,206.55,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical,person: 0.7682789651293588 background: 0.23172103487064116,person: 1.0,0.7782421875,person:0.44240885416666664 pavement:0.0038216145833333335 plant_horizontal:0.13303059895833333 plant_vertical:0.07121744791666666 building:0.141123046875
205,BDL037_Suna_EyeTracking_Walk2_Render.mov,205,fixation,3720,124155.0,124256.66666700001,101.666667,123786.66666700001,00:02:04.15500,184.9,70.68,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical,person: 1.0 background: 0.0,person: 1.0,0.7756022135416667,person:0.28789388020833334 building:0.29508463541666663 plant_horizontal:0.12694010416666665 pavement:0.007242838541666667 plant_vertical:0.096259765625
206,BDL037_Suna_EyeTracking_Walk2_Render.mov,206,fixation,3724,124256.66666700001,124423.33333299999,166.666667,123921.66666700001,00:02:04.29000,208.36,37.15,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical sky sky,person: 1.0 background: 0.0,person: 1.0,0.7348177083333334,person:0.28187174479166666 plant_vertical:0.08416341145833334 building:0.2544856770833333 pavement:0.005745442708333334 plant_horizontal:0.10370442708333333 sky:0.034029947916666664
207,BDL037_Suna_EyeTracking_Walk2_Render.mov,207,fixation,3736,124523.33333299999,124923.33333299999,400.0,124321.66666700001,00:02:04.69000,174.97,80.29,-1000.0,-1000.0,,,,building building pavement pavement person person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,person: 1.0 background: 0.0,person: 1.0,0.76822265625,person:0.33246744791666666 building:0.2084602864583333 sky:0.07248697916666667 plant_vertical:0.1437337239583333 pavement:0.009550781250000001 plant_horizontal:0.07203450520833334
208,BDL037_Suna_EyeTracking_Walk2_Render.mov,208,fixation,3745,124923.33333299999,125156.66666700001,233.333333,124621.66666700001,00:02:04.99000,181.03,104.95,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical sky,person: 1.0 background: 0.0,person: 1.0,0.7582877604166667,person:0.24638997395833334 sky:0.09182291666666667 plant_vertical:0.12945638020833333 plant_horizontal:0.06647135416666666 building:0.261376953125 pavement:0.012529296875
209,BDL037_Suna_EyeTracking_Walk2_Render.mov,209,fixation,3751,125156.66666700001,125290.0,133.333333,124821.66666700001,00:02:05.19000,186.33,76.04,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_horizontal plant_vertical sky,person: 1.0 background: 0.0,person: 1.0,0.7102180989583333,person:0.240927734375 plant_vertical:0.12163411458333333 building:0.25927083333333334 pavement:0.05789388020833333 sky:0.09046549479166667 plant_horizontal:0.008323567708333333
210,BDL037_Suna_EyeTracking_Walk2_Render.mov,210,fixation,3757,125356.66666700001,125525.0,168.333333,125021.66666700001,00:02:05.39000,223.75,114.05,-1000.0,-1000.0,,,,building building pavement pavement person person plant_horizontal plant_horizontal plant_horizontal plant_vertical sky,person: 1.0 background: 0.0,person: 1.0,0.780166015625,plant_vertical:0.15287434895833332 person:0.261826171875 sky:0.10308919270833333 building:0.21099934895833333 pavement:0.0336328125 plant_horizontal:0.06973307291666665
211,BDL037_Suna_EyeTracking_Walk2_Render.mov,211,fixation,3763,125525.0,125758.33333299999,233.333333,125223.33333299999,00:02:05.59200,216.08,157.19,-1000.0,-1000.0,,,,bench_chair building building pavement pavement person person plant_horizontal plant_horizontal plant_vertical plant_vertical sky,person: 1.0 background: 0.0,person: 1.0,0.8118294270833334,person:0.26836263020833334 sky:0.107578125 plant_vertical:0.209775390625 pavement:0.037392578125 plant_horizontal:0.06567057291666667 building:0.208134765625 bench_chair:0.011399739583333334
212,BDL037_Suna_EyeTracking_Walk2_Render.mov,212,fixation,3773,125825.0,126091.66666700001,266.666667,125556.66666700001,00:02:05.92500,218.56,213.63,-1000.0,-1000.0,,,,bench_chair building building pavement pavement person person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical pole sky,person: 1.0 background: 0.0,person: 1.0,0.7690755208333333,person:0.34906575520833333 building:0.17513671875 pavement:0.023177083333333334 pole:0.004427083333333333 plant_horizontal:0.1797526041666667 sky:0.055716145833333335 plant_vertical:0.049951171875 bench_chair:0.0108984375
213,BDL037_Suna_EyeTracking_Walk2_Render.mov,213,fixation,3789,126325.0,126691.66666700001,366.666667,126090.0,00:02:06.45800,308.46,247.8,-1000.0,-1000.0,,,,bench_chair building building building building pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky,plant_horizontal: 0.5050618672665916 background: 0.4949381327334083,plant_horizontal: 1.0,0.9002766927083333,person:0.26527018229166666 plant_horizontal:0.48356445312500007 sky:0.008893229166666667 pavement:0.04217122395833333 building:0.06326822916666666 plant_vertical:0.0331640625 pole:0.0033463541666666667 bench_chair:0.016298828125
214,BDL037_Suna_EyeTracking_Walk2_Render.mov,214,fixation,3798,126758.33333299999,126860.0,101.666667,126390.0,00:02:06.75800,332.9,292.1,-1000.0,-1000.0,,,,bench_chair pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical pole,plant_horizontal: 0.5590551181102362 background: 0.4409448818897638,plant_horizontal: 1.0,0.7936197916666666,person:0.2823795572916667 plant_horizontal:0.47304361979166665 bench_chair:0.014609375 pavement:0.027516276041666666 pole:0.0018001302083333333 plant_vertical:0.01302734375
215,BDL037_Suna_EyeTracking_Walk2_Render.mov,215,fixation,3822,127293.33333299999,127893.33333299999,600.0,127191.66666700001,00:02:07.56000,270.52,107.67,-1000.0,-1000.0,,,,bench_chair building building pavement person plant_horizontal plant_horizontal plant_vertical,person: 1.0 background: 0.0,person: 1.0,0.7345963541666667,person:0.3118619791666667 plant_horizontal:0.48392578125 plant_vertical:0.015361328125 building:0.024059244791666667 bench_chair:0.012281901041666666 pavement:0.044130859375
216,BDL037_Suna_EyeTracking_Walk2_Render.mov,216,fixation,3839,128093.33333299999,128261.66666700001,168.333333,127758.33333299999,00:02:08.12700,248.19,180.52,-1000.0,-1000.0,,,,bench_chair pavement person plant_horizontal plant_horizontal plant_vertical,person: 0.9606299212598425 plant_horizontal: 0.003374578177727784 background: 0.0359955005624297,person: 0.9964994165694282 plant_horizontal: 0.003500583430571762,0.7193782552083333,person:0.31487955729166667 plant_horizontal:0.3838053385416667 plant_vertical:0.016666666666666666 pavement:0.022522786458333333 bench_chair:0.010162760416666666
217,BDL037_Suna_EyeTracking_Walk2_Render.mov,217,fixation,3843,128261.66666700001,128361.66666700001,100.0,127893.33333299999,00:02:08.26200,251.45,187.54,-1000.0,-1000.0,,,,bench_chair pavement person plant_horizontal plant_horizontal plant_vertical,plant_horizontal: 0.24859392575928008 background: 0.7514060742407199,plant_horizontal: 1.0,0.7395540364583333,person:0.303095703125 plant_horizontal:0.4265559895833333 plant_vertical:0.01486328125 bench_chair:0.010504557291666666 pavement:0.025266927083333335
218,BDL037_Suna_EyeTracking_Walk2_Render.mov,218,fixation,3851,128428.33333299999,128695.0,266.666667,128160.0,00:02:08.52800,258.5,241.03,-1000.0,-1000.0,,,,bench_chair building pavement person plant_horizontal plant_horizontal plant_vertical sky,person: 0.7163577759871071 plant_horizontal: 0.28364222401289285 background: 0.0,person: 0.7163577759871071 plant_horizontal: 0.28364222401289285,0.7745703125,person:0.3067317708333333 plant_horizontal:0.483349609375 pavement:0.022496744791666665 plant_vertical:0.014921875 bench_chair:0.013616536458333333 building:0.031943359375 sky:0.04562174479166667
219,BDL037_Suna_EyeTracking_Walk2_Render.mov,219,fixation,3878,129128.33333299999,129796.66666700001,668.333333,129060.0,00:02:09.42800,215.46,260.71,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical sky,person: 1.0 background: 0.0,person: 1.0,0.776220703125,person:0.41530924479166664 plant_vertical:0.23004557291666666 sky:0.04673502604166667 plant_horizontal:0.134560546875 pavement:0.020751953125
220,BDL037_Suna_EyeTracking_Walk2_Render.mov,220,fixation,3914,130496.66666700001,130865.0,368.333333,130261.66666700001,00:02:10.63000,166.58,216.66,-1000.0,-1000.0,,,,bench_chair building pavement person plant_horizontal plant_horizontal plant_vertical,pavement: 1.0 background: 0.0,pavement: 1.0,0.6930826822916667,plant_horizontal:0.4526822916666667 building:0.038310546875 pavement:0.120234375 plant_vertical:0.066357421875 person:0.0701171875 bench_chair:0.013802083333333333
221,BDL037_Suna_EyeTracking_Walk2_Render.mov,221,fixation,3951,131831.666667,131965.0,133.333333,131496.666667,00:02:11.86500,137.69,323.73,-1000.0,-1000.0,,,,bench_chair pavement person person plant_horizontal plant_horizontal plant_vertical plant_vertical sky,person: 1.0 background: 0.0,person: 1.0,0.8455989583333333,person:0.20524088541666666 plant_horizontal:0.49170572916666666 pavement:0.10264973958333333 plant_vertical:0.034550781249999996 bench_chair:0.016188151041666668 sky:0.004111328125
222,BDL037_Suna_EyeTracking_Walk2_Render.mov,222,fixation,4024,134268.333333,134435.0,166.666667,133933.333333,00:02:14.30200,358.76,188.25,-1000.0,-1000.0,,,,bench_chair building building building building pavement pavement pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical,building: 0.9111361079865017 background: 0.08886389201349831,building: 1.0,0.9027994791666667,plant_horizontal:0.42330729166666664 building:0.26013020833333333 person:0.09015950520833334 plant_vertical:0.1782747395833333 pavement:0.030911458333333332 bench_chair:0.004033203125
223,BDL037_Suna_EyeTracking_Walk2_Render.mov,223,fixation,4042,134903.333333,135003.333333,100.0,134535.0,00:02:14.90300,282.34,262.52,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole,plant_horizontal: 0.6006749156355455 background: 0.39932508436445446,plant_horizontal: 1.0,0.7149381510416667,plant_horizontal:0.4258170572916667 person:0.092392578125 plant_vertical:0.17033528645833335 pole:0.0017936197916666667 building:0.045436197916666664 pavement:0.0090234375
224,BDL037_Suna_EyeTracking_Walk2_Render.mov,224,fixation,4092,136505.0,136705.0,200.0,136203.333333,00:02:16.57200,206.19,211.82,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical,person: 1.0 background: 0.0,person: 1.0,0.816015625,person:0.3869856770833333 plant_horizontal:0.30405598958333335 plant_vertical:0.03842447916666667 pavement:0.10312174479166666
225,BDL037_Suna_EyeTracking_Walk2_Render.mov,225,fixation,4098,136705.0,136905.0,200.0,136403.333333,00:02:16.77200,203.13,248.15,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical,person: 1.0 background: 0.0,person: 1.0,0.845810546875,person:0.4243977864583333 plant_horizontal:0.2875846354166667 pavement:0.10965169270833333 plant_vertical:0.030852864583333334
226,BDL037_Suna_EyeTracking_Walk2_Render.mov,226,fixation,4106,137005.0,137138.333333,133.333333,136670.0,00:02:17.03800,114.69,232.28,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical,person: 1.0 background: 0.0,person: 1.0,0.81837890625,person:0.3832552083333333 plant_horizontal:0.30827473958333335 pavement:0.10601888020833333 plant_vertical:0.04136067708333333
227,BDL037_Suna_EyeTracking_Walk2_Render.mov,227,fixation,4117,137338.333333,137573.333333,235.0,137036.666667,00:02:17.40500,188.75,258.84,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical,person: 1.0 background: 0.0,person: 1.0,0.76087890625,plant_horizontal:0.27429361979166667 person:0.38064127604166664 plant_vertical:0.026484375 pavement:0.09343098958333333
228,BDL037_Suna_EyeTracking_Walk2_Render.mov,228,fixation,4139,138140.0,138240.0,100.0,137771.666667,00:02:18.14000,154.11,203.94,-1000.0,-1000.0,,,,car person plant_horizontal plant_horizontal plant_vertical sky sky sky,person: 1.0 background: 0.0,person: 1.0,0.7148567708333333,person:0.42406575520833334 plant_horizontal:0.11452799479166667 plant_vertical:0.08991536458333334 sky:0.08884765624999999 car:0.00138671875
229,BDL037_Suna_EyeTracking_Walk2_Render.mov,229,fixation,4142,138240.0,138340.0,100.0,137871.666667,00:02:18.24000,243.43,377.64,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky sky,person: 1.0 background: 0.0,person: 1.0,0.8603059895833334,person:0.42192708333333334 plant_horizontal:0.11264648437500001 sky:0.09001953125 plant_vertical:0.17847981770833335 pavement:0.10089518229166666 building:0.010143229166666667
230,BDL037_Suna_EyeTracking_Walk2_Render.mov,230,fixation,4193,139941.666667,140041.666667,100.0,139573.333333,00:02:19.94200,95.76,305.09,-1000.0,-1000.0,,,,bench_chair building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical pole sky sky,person: 0.312710911136108 pavement: 0.4983127109111361 background: 0.1889763779527559,person: 0.3855755894590846 pavement: 0.6144244105409153,0.925380859375,building:0.0514453125 person:0.13998046875 plant_horizontal:0.326904296875 bench_chair:0.016038411458333332 sky:0.031927083333333335 pole:0.0035904947916666667 pavement:0.16828125 plant_vertical:0.22187825520833335
231,BDL037_Suna_EyeTracking_Walk2_Render.mov,231,fixation,4325,144248.333333,144515.0,266.666667,143980.0,00:02:24.34800,176.16,73.74,-1000.0,-1000.0,,,,plant_horizontal plant_vertical,plant_vertical: 1.0 background: 0.0,plant_vertical: 1.0,0.5463671875,plant_vertical:0.43648111979166665 plant_horizontal:0.2968619791666667
232,BDL037_Suna_EyeTracking_Walk2_Render.mov,232,fixation,4335,144615.0,144848.333333,233.333333,144313.333333,00:02:24.68200,124.74,137.97,-1000.0,-1000.0,,,,plant_horizontal plant_vertical plant_vertical,plant_vertical: 1.0 background: 0.0,plant_vertical: 1.0,0.8095540364583333,plant_vertical:0.8574186197916667 plant_horizontal:0.13702799479166666
233,BDL037_Suna_EyeTracking_Walk2_Render.mov,233,fixation,4346,145015.0,145148.333333,133.333333,144680.0,00:02:25.04800,131.4,197.23,-1000.0,-1000.0,,,,plant_horizontal plant_vertical,plant_vertical: 0.7617823479005998 plant_horizontal: 0.23821765209940018 background: 0.0,plant_vertical: 0.7617823479005998 plant_horizontal: 0.23821765209940018,0.58810546875,plant_vertical:0.4466471354166667 plant_horizontal:0.3029915364583333
234,BDL037_Suna_EyeTracking_Walk2_Render.mov,234,fixation,4351,145215.0,145315.0,100.0,144846.666667,00:02:25.21500,177.48,177.72,-1000.0,-1000.0,,,,plant_horizontal plant_vertical plant_vertical,plant_vertical: 0.5 plant_horizontal: 0.5 background: 0.0,plant_vertical: 0.5 plant_horizontal: 0.5,0.7078287760416667,plant_vertical:0.6086165364583334 plant_horizontal:0.2822135416666667
235,BDL037_Suna_EyeTracking_Walk2_Render.mov,235,fixation,4373,145883.333333,146116.666667,233.333333,145581.666667,00:02:25.95000,165.95,154.86,-1000.0,-1000.0,,,,plant_vertical plant_vertical,plant_vertical: 1.0 background: 0.0,plant_vertical: 1.0,0.6046842447916667,plant_vertical:0.6046842447916667
236,BDL037_Suna_EyeTracking_Walk2_Render.mov,236,fixation,4389,146416.666667,146616.666667,200.0,146115.0,00:02:26.48300,181.25,249.74,-1000.0,-1000.0,,,,pavement plant_horizontal plant_vertical,plant_vertical: 0.5 plant_horizontal: 0.5 background: 0.0,plant_vertical: 0.5 plant_horizontal: 0.5,0.8754817708333333,plant_vertical:0.7329817708333334 plant_horizontal:0.831630859375 pavement:0.100791015625
237,BDL037_Suna_EyeTracking_Walk2_Render.mov,237,fixation,4400,146750.0,147018.333333,268.333333,146481.666667,00:02:26.85000,158.1,326.08,-1000.0,-1000.0,,,,plant_horizontal plant_vertical,plant_vertical: 0.5 plant_horizontal: 0.5 background: 0.0,plant_vertical: 0.5 plant_horizontal: 0.5,0.8547037760416667,plant_vertical:0.7959407552083333 plant_horizontal:0.8094466145833333
238,BDL037_Suna_EyeTracking_Walk2_Render.mov,238,fixation,4416,147385.0,147485.0,100.0,147016.666667,00:02:27.38500,234.49,76.11,-1000.0,-1000.0,,,,building pavement plant_horizontal,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.8314518229166666,plant_horizontal:0.8264615885416666 pavement:0.0062825520833333336 building:0.018678385416666665
239,BDL037_Suna_EyeTracking_Walk2_Render.mov,239,fixation,4437,148085.0,148185.0,100.0,147716.666667,00:02:28.08500,263.86,54.16,-1000.0,-1000.0,,,,bench_chair plant_horizontal plant_horizontal plant_vertical,plant_horizontal: 0.8740157480314961 background: 0.12598425196850394,plant_horizontal: 1.0,0.7181966145833333,plant_horizontal:0.8169759114583333 plant_vertical:0.010810546875 bench_chair:0.015348307291666667
240,BDL037_Suna_EyeTracking_Walk2_Render.mov,240,fixation,4467,149053.333333,149186.666667,133.333333,148718.333333,00:02:29.08700,138.96,146.51,-1000.0,-1000.0,,,,plant_horizontal,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.86705078125,plant_horizontal:0.86705078125
241,BDL037_Suna_EyeTracking_Walk2_Render.mov,241,fixation,4472,149220.0,149386.666667,166.666667,148885.0,00:02:29.25300,154.73,129.36,-1000.0,-1000.0,,,,pavement plant_horizontal,plant_horizontal: 0.5 pavement: 0.5 background: 0.0,plant_horizontal: 0.5 pavement: 0.5,0.89966796875,plant_horizontal:0.836953125 pavement:0.8156901041666667
242,BDL037_Suna_EyeTracking_Walk2_Render.mov,242,fixation,4497,149988.333333,150255.0,266.666667,149720.0,00:02:30.08800,189.49,94.4,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky,person: 1.0 background: 0.0,person: 1.0,0.6988834635416666,person:0.20884440104166666 building:0.034440104166666666 plant_vertical:0.13801432291666665 sky:0.0933203125 pavement:0.17789388020833333 plant_horizontal:0.055751953125
243,BDL037_Suna_EyeTracking_Walk2_Render.mov,243,fixation,4524,150890.0,151156.666667,266.666667,150621.666667,00:02:30.99000,187.49,196.49,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky sky,person: 1.0 background: 0.0,person: 1.0,0.7708658854166667,person:0.16146158854166667 sky:0.1845345052083333 plant_horizontal:0.03505533854166667 plant_vertical:0.26174804687500003 pavement:0.187451171875 building:0.019560546875
244,BDL037_Suna_EyeTracking_Walk2_Render.mov,244,fixation,4529,151156.666667,151256.666667,100.0,150788.333333,00:02:31.15700,210.22,206.74,-1000.0,-1000.0,,,,building pavement person plant_vertical plant_vertical sky sky,person: 1.0 background: 0.0,person: 1.0,0.6886197916666666,person:0.15130533854166667 plant_vertical:0.22797526041666666 sky:0.11798828125 pavement:0.19198893229166666 building:0.020914713541666668
245,BDL037_Suna_EyeTracking_Walk2_Render.mov,245,fixation,4532,151256.666667,151356.666667,100.0,150888.333333,00:02:31.25700,218.52,160.12,-1000.0,-1000.0,,,,building pavement person person plant_horizontal plant_vertical plant_vertical sky sky sky,person: 1.0 background: 0.0,person: 1.0,0.6276236979166666,person:0.145751953125 plant_vertical:0.17556640625 sky:0.120654296875 building:0.028024088541666665 plant_horizontal:0.03791015625 pavement:0.13956705729166666
246,BDL037_Suna_EyeTracking_Walk2_Render.mov,246,fixation,4537,151423.333333,151523.333333,100.0,151055.0,00:02:31.42300,187.56,119.64,-1000.0,-1000.0,,,,building building pavement person person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky,person: 1.0 background: 0.0,person: 1.0,0.83884765625,person:0.13776692708333335 plant_vertical:0.21676432291666667 sky:0.06258463541666666 pavement:0.30597005208333333 plant_horizontal:0.16661458333333334 building:0.046953125
247,BDL037_Suna_EyeTracking_Walk2_Render.mov,247,fixation,4549,151523.333333,152190.0,666.666667,151455.0,00:02:31.82300,181.58,111.65,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_vertical sky,person: 1.0 background: 0.0,person: 1.0,0.7320345052083334,building:0.04694010416666666 plant_vertical:0.15728190104166667 person:0.11621744791666666 pavement:0.35493815104166665 sky:0.027877604166666667 plant_horizontal:0.045452473958333336
248,BDL037_Suna_EyeTracking_Walk2_Render.mov,248,fixation,4562,152190.0,152391.666667,201.666667,151890.0,00:02:32.25800,212.89,155.88,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_vertical sky sky sky,person: 0.9381327334083239 building: 0.031496062992125984 background: 0.030371203599550055,person: 0.9675174013921114 building: 0.03248259860788863,0.74078125,person:0.11725911458333334 building:0.060465494791666664 plant_vertical:0.15257161458333332 pavement:0.29581380208333335 sky:0.071103515625 plant_horizontal:0.04569986979166667
249,BDL037_Suna_EyeTracking_Walk2_Render.mov,249,fixation,4569,152491.666667,152591.666667,100.0,152123.333333,00:02:32.49200,255.3,279.83,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky sky,person: 1.0 background: 0.0,person: 1.0,0.734599609375,person:0.13180013020833334 building:0.05341145833333333 pavement:0.21754231770833332 sky:0.12823567708333333 plant_vertical:0.20042643229166665 plant_horizontal:0.027418619791666668
250,BDL037_Suna_EyeTracking_Walk2_Render.mov,250,fixation,4577,152758.333333,152858.333333,100.0,152390.0,00:02:32.75800,145.36,59.66,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky sky,person: 0.9737130339539978 plant_vertical: 0.02628696604600219 background: 0.0,person: 0.9737130339539978 plant_vertical: 0.02628696604600219,0.8101204427083334,person:0.103837890625 building:0.05927083333333333 sky:0.07167643229166666 pavement:0.284326171875 plant_vertical:0.16133789062499998 plant_horizontal:0.143056640625
251,BDL037_Suna_EyeTracking_Walk2_Render.mov,251,fixation,4585,152958.333333,153158.333333,200.0,152656.666667,00:02:33.02500,189.81,65.47,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical sky sky sky,person: 1.0 background: 0.0,person: 1.0,0.7701139322916667,person:0.09452473958333334 building:0.053837890625 sky:0.102294921875 pavement:0.247763671875 plant_vertical:0.16058919270833336 plant_horizontal:0.17862630208333333
252,BDL037_Suna_EyeTracking_Walk2_Render.mov,252,fixation,4610,153860.0,153960.0,100.0,153491.666667,00:02:33.86000,148.65,35.14,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical sky sky,person: 0.6670416197975253 background: 0.3329583802024747,person: 1.0,0.7627701822916667,person:0.10193684895833334 pavement:0.2600325520833333 building:0.060885416666666664 sky:0.07146809895833334 plant_vertical:0.10931640625 plant_horizontal:0.17103841145833334
253,BDL037_Suna_EyeTracking_Walk2_Render.mov,253,fixation,4617,153993.333333,154293.333333,300.0,153725.0,00:02:34.09300,167.93,72.37,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical sky sky,person: 0.7581552305961755 background: 0.24184476940382452,person: 1.0,0.7741178385416667,person:0.11009114583333333 building:0.057548828125 pavement:0.23860026041666665 sky:0.068623046875 plant_vertical:0.12078125 plant_horizontal:0.25113281249999997
254,BDL037_Suna_EyeTracking_Walk2_Render.mov,254,fixation,4628,154393.333333,154593.333333,200.0,154091.666667,00:02:34.46000,128.25,10.27,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_horizontal plant_vertical sky sky sky,person: 0.1332470892626132 sky: 0.4346701164294955 background: 0.4320827943078913,person: 0.23462414578587698 sky: 0.765375854214123,0.7514973958333333,pavement:0.31345703125 person:0.10875651041666666 building:0.06594401041666667 sky:0.07508138020833333 plant_vertical:0.10681966145833334 plant_horizontal:0.17722656250000002
255,BDL037_Suna_EyeTracking_Walk2_Render.mov,255,fixation,4643,154961.666667,155061.666667,100.0,154593.333333,00:02:34.96200,107.65,1.12,-1000.0,-1000.0,,,,building building building pavement person plant_horizontal plant_vertical sky sky sky,sky: 0.888663967611336 background: 0.11133603238866396,sky: 1.0,0.742939453125,person:0.11771484375 pavement:0.23090494791666666 building:0.138642578125 plant_vertical:0.108515625 sky:0.07470052083333334 plant_horizontal:0.15129557291666668
256,BDL037_Suna_EyeTracking_Walk2_Render.mov,256,fixation,4647,155061.666667,155195.0,133.333333,154726.666667,00:02:35.09500,123.17,28.31,-1000.0,-1000.0,,,,building building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,person: 0.2722159730033746 sky: 0.6456692913385826 background: 0.08211473565804274,person: 0.2965686274509804 sky: 0.7034313725490197,0.8142578125,person:0.110078125 pavement:0.247294921875 building:0.14591145833333333 sky:0.07033854166666667 plant_vertical:0.13226236979166667 plant_horizontal:0.19275390625
257,BDL037_Suna_EyeTracking_Walk2_Render.mov,257,fixation,4664,155628.333333,155795.0,166.666667,155293.333333,00:02:35.66200,139.89,126.0,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical plant_vertical sky sky,person: 0.003374578177727784 sky: 0.6962879640044994 background: 0.30033745781777277,person: 0.00482315112540193 sky: 0.9951768488745981,0.749892578125,person:0.10646809895833333 building:0.059453125 pavement:0.22886393229166666 plant_vertical:0.135576171875 sky:0.076044921875 plant_horizontal:0.16069661458333334
258,BDL037_Suna_EyeTracking_Walk2_Render.mov,258,fixation,4688,156430.0,156563.333333,133.333333,156095.0,00:02:36.46300,159.94,56.66,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical plant_vertical sky sky,person: 0.312710911136108 background: 0.6872890888638921,person: 1.0,0.709140625,person:0.10647135416666667 plant_vertical:0.18780924479166666 sky:0.07185872395833333 pavement:0.29302734375 building:0.060074869791666666 plant_horizontal:0.039873046875
259,BDL037_Suna_EyeTracking_Walk2_Render.mov,259,fixation,4693,156630.0,156730.0,100.0,156261.666667,00:02:36.63000,143.26,30.7,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky,person: 0.030371203599550055 sky: 0.9190101237345332 background: 0.05061867266591676,person: 0.031990521327014215 sky: 0.9680094786729858,0.7650325520833333,person:0.12084635416666667 building:0.067412109375 pavement:0.253115234375 plant_vertical:0.16012044270833334 sky:0.07609049479166667 plant_horizontal:0.13905598958333334
260,BDL037_Suna_EyeTracking_Walk2_Render.mov,260,fixation,4722,157530.0,157731.666667,201.666667,157230.0,00:02:37.59800,181.59,124.88,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky sky,person: 0.19460067491563554 sky: 0.2170978627671541 background: 0.5883014623172104,person: 0.4726775956284153 sky: 0.5273224043715847,0.7464778645833333,person:0.08209635416666666 building:0.04819661458333333 sky:0.10308268229166667 pavement:0.19724609375 plant_vertical:0.16836263020833334 plant_horizontal:0.174931640625
