,/Users/pslive1/Documents/Walk_Projext/BDL064_Kermit_EyeTracking_Walk/BDL064_Kermit_EyeTracking_Walk.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes,all_classes,fixation_classes,fixation_classes_no_background,union_areas,percentage_area
484,BDL064_Kermit_EyeTracking_Walk.mov,484,fixation,8949,297906.666667,299508.333333,1601.666667,298305.0,00:04:58.67300,272.62,112.74,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical pole,pavement: 0.6632628829256708 building: 0.21705058180954642 plant_horizontal: 0.07456661125623368 background: 0.045119924008549035,pavement: 0.6946033325043521 building: 0.22730664013926885 plant_horizontal: 0.07809002735637902,0.7840234375,pavement:0.561533203125 pole:0.15819661458333334 building:0.148330078125 plant_vertical:0.022076822916666666 plant_horizontal:0.012747395833333333
485,BDL064_Kermit_EyeTracking_Walk.mov,485,fixation,8977,299575.0,299708.333333,133.333333,299240.0,00:04:59.60800,240.25,206.54,-1000.0,-1000.0,,,,building pavement,pavement: 0.9911481385055975 background: 0.008851861494402499,pavement: 1.0,0.6424348958333334,pavement:0.5932291666666667 building:0.08561848958333333
486,BDL064_Kermit_EyeTracking_Walk.mov,486,fixation,8989,300008.333333,300108.333333,100.0,299640.0,00:05:00.00800,278.91,67.22,-1000.0,-1000.0,,,,pavement sign,sign: 0.5089820359281437 background: 0.49101796407185627,sign: 1.0,0.8107584635416667,sign:0.45888671875 pavement:0.354013671875
487,BDL064_Kermit_EyeTracking_Walk.mov,487,fixation,9001,300175.0,300743.333333,568.333333,300041.666667,00:05:00.41000,302.61,98.88,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal,plant_horizontal: 0.09372559229367353 background: 0.9062744077063265,plant_horizontal: 1.0,0.6833268229166667,pavement:0.47216145833333334 plant_horizontal:0.3687239583333333
488,BDL064_Kermit_EyeTracking_Walk.mov,488,fixation,9018,300743.333333,301310.0,566.666667,300608.333333,00:05:00.97700,290.15,99.63,-1000.0,-1000.0,,,,plant_horizontal plant_vertical,plant_horizontal: 0.7136752136752137 plant_vertical: 0.2863247863247863 background: 0.0,plant_horizontal: 0.7136752136752137 plant_vertical: 0.2863247863247863,0.7580078125,plant_horizontal:0.74158203125 plant_vertical:0.441640625
489,BDL064_Kermit_EyeTracking_Walk.mov,489,fixation,9035,301310.0,301845.0,535.0,301175.0,00:05:01.54300,258.69,19.7,-1000.0,-1000.0,,,,plant_horizontal,plant_horizontal: 0.37383177570093457 background: 0.6261682242990654,plant_horizontal: 1.0,0.8857389322916667,plant_horizontal:0.8857389322916667
490,BDL064_Kermit_EyeTracking_Walk.mov,490,fixation,9053,302078.333333,302278.333333,200.0,301776.666667,00:05:02.14500,354.47,86.0,-1000.0,-1000.0,,,,plant_horizontal plant_vertical,plant_horizontal: 0.5 plant_vertical: 0.5 background: 0.0,plant_horizontal: 0.5 plant_vertical: 0.5,0.8672102864583333,plant_horizontal:0.8340625 plant_vertical:0.852666015625
491,BDL064_Kermit_EyeTracking_Walk.mov,491,fixation,9057,302278.333333,302378.333333,100.0,301910.0,00:05:02.27800,342.27,107.27,-1000.0,-1000.0,,,,plant_horizontal plant_vertical,plant_horizontal: 0.5 plant_vertical: 0.5 background: 0.0,plant_horizontal: 0.5 plant_vertical: 0.5,0.92267578125,plant_horizontal:0.897841796875 plant_vertical:0.909931640625
492,BDL064_Kermit_EyeTracking_Walk.mov,492,fixation,9063,302478.333333,302578.333333,100.0,302110.0,00:05:02.47800,271.56,130.5,-1000.0,-1000.0,,,,pavement plant_horizontal plant_vertical,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.8965104166666666,plant_horizontal:0.86001953125 pavement:0.022750651041666667 plant_vertical:0.013857421875
493,BDL064_Kermit_EyeTracking_Walk.mov,493,fixation,9066,302578.333333,302678.333333,100.0,302210.0,00:05:02.57800,267.14,129.94,-1000.0,-1000.0,,,,pavement plant_horizontal,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.8936100260416666,plant_horizontal:0.8733723958333334 pavement:0.0203515625
494,BDL064_Kermit_EyeTracking_Walk.mov,494,fixation,9074,302845.0,302945.0,100.0,302476.666667,00:05:02.84500,358.99,78.5,-1000.0,-1000.0,,,,person plant_horizontal,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.8427669270833333,plant_horizontal:0.8399283854166667 person:0.006370442708333333
495,BDL064_Kermit_EyeTracking_Walk.mov,495,fixation,9080,302945.0,303213.333333,268.333333,302676.666667,00:05:03.04500,382.93,87.36,-1000.0,-1000.0,,,,plant_horizontal plant_vertical,plant_horizontal: 0.17781827649049728 plant_vertical: 0.004686279614683676 background: 0.8174954438948191,plant_horizontal: 0.9743223965763196 plant_vertical: 0.025677603423680456,0.8414192708333333,plant_horizontal:0.709775390625 plant_vertical:0.13700846354166665
496,BDL064_Kermit_EyeTracking_Walk.mov,496,fixation,9087,303213.333333,303413.333333,200.0,302911.666667,00:05:03.28000,418.68,122.59,-1000.0,-1000.0,,,,plant_horizontal,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.8754557291666667,plant_horizontal:0.8754557291666667
497,BDL064_Kermit_EyeTracking_Walk.mov,497,fixation,9091,303413.333333,303513.333333,100.0,303045.0,00:05:03.41300,428.96,140.34,-1000.0,-1000.0,,,,pavement plant_horizontal,plant_horizontal: 0.5 pavement: 0.5 background: 0.0,plant_horizontal: 0.5 pavement: 0.5,0.8916080729166667,plant_horizontal:0.878271484375 pavement:0.84072265625
498,BDL064_Kermit_EyeTracking_Walk.mov,498,fixation,9098,303546.666667,303846.666667,300.0,303278.333333,00:05:03.64700,385.02,122.86,-1000.0,-1000.0,,,,pavement plant_horizontal,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.889228515625,plant_horizontal:0.889228515625 pavement:0.0008561197916666667
499,BDL064_Kermit_EyeTracking_Walk.mov,499,fixation,9107,303846.666667,304113.333333,266.666667,303578.333333,00:05:03.94700,354.93,153.08,-1000.0,-1000.0,,,,building plant_horizontal plant_vertical,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.8529231770833333,plant_horizontal:0.8366243489583334 plant_vertical:0.004833984375 building:0.011510416666666667
500,BDL064_Kermit_EyeTracking_Walk.mov,500,fixation,9128,304113.333333,305248.333333,1135.0,304280.0,00:05:04.64800,371.02,145.81,-1000.0,-1000.0,,,,pavement plant_horizontal,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.9355924479166666,pavement:0.185859375 plant_horizontal:0.7605305989583333
501,BDL064_Kermit_EyeTracking_Walk.mov,501,fixation,9148,305248.333333,305481.666667,233.333333,304946.666667,00:05:05.31500,384.12,151.86,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical,plant_horizontal: 0.5 plant_vertical: 0.5 background: 0.0,plant_horizontal: 0.5 plant_vertical: 0.5,0.75732421875,plant_horizontal:0.5343684895833334 building:0.10691080729166667 plant_vertical:0.5452408854166667 pavement:0.14913736979166667
502,BDL064_Kermit_EyeTracking_Walk.mov,502,fixation,9160,305715.0,305816.666667,101.666667,305346.666667,00:05:05.71500,404.52,129.52,-1000.0,-1000.0,,,,pavement person plant_horizontal sky,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.8947233072916667,plant_horizontal:0.8146451822916667 sky:0.01201171875 pavement:0.08742838541666667 person:0.025621744791666668
503,BDL064_Kermit_EyeTracking_Walk.mov,503,fixation,9171,306083.333333,306183.333333,100.0,305715.0,00:05:06.08300,350.1,135.98,-1000.0,-1000.0,,,,building pavement plant_horizontal sky sky,pavement: 0.5 sky: 0.5 background: 0.0,pavement: 0.5 sky: 0.5,0.9054947916666667,sky:0.33376953125 plant_horizontal:0.6339615885416666 building:0.004267578125 pavement:0.328603515625
504,BDL064_Kermit_EyeTracking_Walk.mov,504,fixation,9176,306250.0,306350.0,100.0,305881.666667,00:05:06.25000,301.74,133.72,-1000.0,-1000.0,,,,pavement,pavement: 1.0 background: 0.0,pavement: 1.0,0.6194856770833334,pavement:0.6194856770833334
505,BDL064_Kermit_EyeTracking_Walk.mov,505,fixation,9179,306350.0,306450.0,100.0,305981.666667,00:05:06.35000,300.23,128.45,-1000.0,-1000.0,,,,building pavement plant_horizontal,pavement: 0.7754896022612559 plant_horizontal: 0.2245103977387442 background: 0.0,pavement: 0.7754896022612559 plant_horizontal: 0.2245103977387442,0.6044596354166667,pavement:0.4391861979166667 plant_horizontal:0.06388346354166667 building:0.176923828125
506,BDL064_Kermit_EyeTracking_Walk.mov,506,fixation,9185,306516.666667,306650.0,133.333333,306181.666667,00:05:06.55000,304.13,139.01,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal,pavement: 0.6369817578772803 plant_horizontal: 0.3630182421227197 background: 0.0,pavement: 0.6369817578772803 plant_horizontal: 0.3630182421227197,0.8769075520833334,pavement:0.719248046875 plant_horizontal:0.39557291666666666
507,BDL064_Kermit_EyeTracking_Walk.mov,507,fixation,9190,306650.0,306883.333333,233.333333,306348.333333,00:05:06.71700,319.21,149.48,-1000.0,-1000.0,,,,pavement,pavement: 1.0 background: 0.0,pavement: 1.0,0.9460611979166667,pavement:0.9460611979166667
508,BDL064_Kermit_EyeTracking_Walk.mov,508,fixation,9198,306883.333333,307185.0,301.666667,306615.0,00:05:06.98300,283.45,170.82,-1000.0,-1000.0,,,,building pavement pavement plant_vertical pole,pavement: 0.5 pole: 0.5 background: 0.0,pavement: 0.5 pole: 0.5,0.7354296875,pavement:0.640595703125 plant_vertical:0.014599609375 pole:0.26424479166666665 building:0.09531575520833334
509,BDL064_Kermit_EyeTracking_Walk.mov,509,fixation,9213,307485.0,307585.0,100.0,307116.666667,00:05:07.48500,429.69,99.2,-1000.0,-1000.0,,,,pavement,pavement: 1.0 background: 0.0,pavement: 1.0,0.9022688802083333,pavement:0.9022688802083333
510,BDL064_Kermit_EyeTracking_Walk.mov,510,fixation,9226,307751.666667,308185.0,433.333333,307550.0,00:05:07.91800,386.38,148.54,-1000.0,-1000.0,,,,pavement plant_horizontal,pavement: 0.5 plant_horizontal: 0.5 background: 0.0,pavement: 0.5 plant_horizontal: 0.5,0.9575358072916667,pavement:0.9237467447916666 plant_horizontal:0.86005859375
511,BDL064_Kermit_EyeTracking_Walk.mov,511,fixation,9243,308420.0,308620.0,200.0,308118.333333,00:05:08.48700,257.23,164.2,-1000.0,-1000.0,,,,building pavement,pavement: 1.0 background: 0.0,pavement: 1.0,0.8230078125,pavement:0.685791015625 building:0.21981119791666667
512,BDL064_Kermit_EyeTracking_Walk.mov,512,fixation,9260,308953.333333,309220.0,266.666667,308685.0,00:05:09.05300,365.89,115.97,-1000.0,-1000.0,,,,pavement pole,pavement: 0.9130021392916567 pole: 0.08699786070834324 background: 0.0,pavement: 0.9130021392916567 pole: 0.08699786070834324,0.8045279947916667,pavement:0.67921875 pole:0.27021158854166666
513,BDL064_Kermit_EyeTracking_Walk.mov,513,fixation,9268,309220.0,309486.666667,266.666667,308951.666667,00:05:09.32000,370.67,67.62,-1000.0,-1000.0,,,,pavement plant_vertical,pavement: 0.872429054933611 plant_vertical: 0.08383233532934131 background: 0.04373860973704764,pavement: 0.9123332425809965 plant_vertical: 0.08766675741900354,0.7866243489583333,pavement:0.659375 plant_vertical:0.12725911458333333
514,BDL064_Kermit_EyeTracking_Walk.mov,514,fixation,9282,309755.0,309888.333333,133.333333,309420.0,00:05:09.78800,408.32,212.12,-1000.0,-1000.0,,,,pavement plant_horizontal plant_vertical sky sky,pavement: 1.0 background: 0.0,pavement: 1.0,0.858798828125,pavement:0.7182259114583334 plant_vertical:0.115810546875 sky:0.007955729166666667 plant_horizontal:0.07642252604166666
515,BDL064_Kermit_EyeTracking_Walk.mov,515,fixation,9288,309921.666667,310155.0,233.333333,309620.0,00:05:09.98800,418.43,237.49,-1000.0,-1000.0,,,,pavement plant_horizontal plant_vertical sky,pavement: 1.0 background: 0.0,pavement: 1.0,0.8315364583333333,pavement:0.6943587239583333 plant_vertical:0.12645833333333334 sky:0.006233723958333334 plant_horizontal:0.017086588541666666
516,BDL064_Kermit_EyeTracking_Walk.mov,516,fixation,9299,310321.666667,310455.0,133.333333,309986.666667,00:05:10.35500,327.98,244.64,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal plant_vertical sky sky,pavement: 1.0 background: 0.0,pavement: 1.0,0.89798828125,pavement:0.611630859375 sky:0.024475911458333333 plant_vertical:0.12190755208333333 plant_horizontal:0.1536328125
517,BDL064_Kermit_EyeTracking_Walk.mov,517,fixation,9313,310588.333333,311123.333333,535.0,310453.333333,00:05:10.82200,304.97,151.58,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical sky,pavement: 1.0 background: 0.0,pavement: 1.0,0.8537760416666667,pavement:0.5896549479166666 plant_vertical:0.11649088541666666 sky:0.023479817708333333 plant_horizontal:0.10370442708333333 building:0.025979817708333332
518,BDL064_Kermit_EyeTracking_Walk.mov,518,fixation,9326,311256.666667,311356.666667,100.0,310888.333333,00:05:11.25700,384.63,91.32,-1000.0,-1000.0,,,,pavement,pavement: 1.0 background: 0.0,pavement: 1.0,0.9036653645833334,pavement:0.9036653645833334
519,BDL064_Kermit_EyeTracking_Walk.mov,519,fixation,9346,311923.333333,312023.333333,100.0,311555.0,00:05:11.92300,488.63,134.86,-1000.0,-1000.0,,,,building building pavement person plant_vertical sky sky,person: 1.0 background: 0.0,person: 1.0,0.8955924479166667,building:0.059443359375000004 person:0.2619921875 sky:0.06817708333333333 plant_vertical:0.11462565104166667 pavement:0.407802734375
520,BDL064_Kermit_EyeTracking_Walk.mov,520,fixation,9358,312290.0,312425.0,135.0,311955.0,00:05:12.32300,418.57,246.15,-1000.0,-1000.0,,,,bench_chair building pavement person person plant_horizontal plant_vertical sky sky,pavement: 0.9221556886227545 background: 0.07784431137724551,pavement: 1.0,0.8737923177083333,pavement:0.47645182291666666 building:0.03735026041666667 person:0.27370768229166664 sky:0.030732421875 plant_vertical:0.05826171875 plant_horizontal:0.009495442708333333 bench_chair:0.005100911458333334
521,BDL064_Kermit_EyeTracking_Walk.mov,521,fixation,9367,312591.666667,312758.333333,166.666667,312256.666667,00:05:12.62500,467.1,185.19,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal sky sky,person: 1.0 background: 0.0,person: 1.0,0.8515494791666667,person:0.481533203125 building:0.042672526041666665 pavement:0.2506608072916667 sky:0.07720703125 plant_horizontal:0.005009765625000001
522,BDL064_Kermit_EyeTracking_Walk.mov,522,fixation,9378,312991.666667,313091.666667,100.0,312623.333333,00:05:12.99200,342.09,269.23,-1000.0,-1000.0,,,,pavement person sky,person: 0.9367352252017703 pavement: 0.005727675084613382 background: 0.057537099713616244,person: 0.9939226519337017 pavement: 0.0060773480662983425,0.7538118489583333,person:0.3852897135416667 pavement:0.32159505208333333 sky:0.048951822916666665
523,BDL064_Kermit_EyeTracking_Walk.mov,523,fixation,9399,313625.0,313826.666667,201.666667,313323.333333,00:05:13.69200,457.14,183.08,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical sky sky sky,pavement: 1.0 background: 0.0,pavement: 1.0,0.8964680989583333,pavement:0.6541048177083333 sky:0.037268880208333334 plant_vertical:0.10935221354166666 building:0.09395833333333334 plant_horizontal:0.009889322916666667 person:0.00392578125
524,BDL064_Kermit_EyeTracking_Walk.mov,524,fixation,9409,313993.333333,314126.666667,133.333333,313658.333333,00:05:14.02700,362.77,243.1,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky sky,pavement: 1.0 background: 0.0,pavement: 1.0,0.9171549479166666,pavement:0.6501204427083334 sky:0.043294270833333336 plant_vertical:0.13437174479166666 plant_horizontal:0.020690104166666667 building:0.07685221354166667 person:0.0026432291666666666
525,BDL064_Kermit_EyeTracking_Walk.mov,525,fixation,9418,314260.0,314493.333333,233.333333,313958.333333,00:05:14.32700,340.01,194.53,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_vertical sky,pavement: 1.0 background: 0.0,pavement: 1.0,0.897275390625,pavement:0.6613216145833334 plant_vertical:0.163466796875 sky:0.023619791666666667 building:0.06469075520833334 plant_horizontal:0.009443359375
526,BDL064_Kermit_EyeTracking_Walk.mov,526,fixation,9442,314560.0,315795.0,1235.0,314760.0,00:05:15.12800,255.52,203.63,-1000.0,-1000.0,,,,pavement plant_horizontal plant_vertical sculpture sky,pavement: 0.9649484536082474 plant_horizontal: 0.03505154639175258 background: 0.0,pavement: 0.9649484536082474 plant_horizontal: 0.03505154639175258,0.8536588541666666,plant_vertical:0.21761393229166667 pavement:0.5904850260416666 plant_horizontal:0.034375 sky:0.013756510416666666 sculpture:0.0015201822916666666
527,BDL064_Kermit_EyeTracking_Walk.mov,527,fixation,9531,316361.666667,319900.0,3538.333333,317730.0,00:05:18.09800,353.57,208.64,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_vertical sky sky,pavement: 0.9405531144998708 plant_horizontal: 0.05789609718273456 background: 0.0015507883173946756,pavement: 0.9420139787729743 plant_horizontal: 0.057986021227025626,0.92134765625,building:0.05974283854166667 pavement:0.576923828125 sky:0.06423177083333333 plant_vertical:0.20050455729166666 plant_horizontal:0.034423828125
528,BDL064_Kermit_EyeTracking_Walk.mov,528,fixation,9590,320066.666667,320166.666667,100.0,319698.333333,00:05:20.06700,365.22,81.66,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical sky,plant_vertical: 1.0 background: 0.0,plant_vertical: 1.0,0.92501953125,pavement:0.5815787760416666 plant_vertical:0.232197265625 building:0.04970703125 plant_horizontal:0.060397135416666664 sky:0.02412109375
529,BDL064_Kermit_EyeTracking_Walk.mov,529,fixation,9613,320366.666667,321401.666667,1035.0,320466.666667,00:05:20.83500,283.1,222.14,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical sky sky,pavement: 0.5670285281494573 plant_horizontal: 0.3168391820247412 background: 0.11613228982580157,pavement: 0.641530991145387 plant_horizontal: 0.35846900885461297,0.8891373697916667,plant_vertical:0.3010384114583333 pavement:0.5026041666666666 plant_horizontal:0.072314453125 sky:0.030699869791666667 building:0.0206640625
530,BDL064_Kermit_EyeTracking_Walk.mov,530,fixation,9636,321601.666667,321701.666667,100.0,321233.333333,00:05:21.60200,330.88,165.18,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical sky,pavement: 0.6789281364190012 plant_vertical: 0.06260657734470158 plant_horizontal: 0.24092570036540803 background: 0.01753958587088916,pavement: 0.6910488470121497 plant_vertical: 0.06372427473344905 plant_horizontal: 0.2452268782544012,0.9091927083333333,pavement:0.5748209635416667 plant_vertical:0.237490234375 plant_horizontal:0.06992838541666667 building:0.04412434895833333 sky:0.015690104166666666
531,BDL064_Kermit_EyeTracking_Walk.mov,531,fixation,9666,321701.666667,323605.0,1903.3333329999998,322235.0,00:05:22.60300,293.36,215.77,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical sky,pavement: 1.0 background: 0.0,pavement: 1.0,0.89775390625,pavement:0.5412337239583334 building:0.028756510416666665 plant_horizontal:0.08229492187500001 plant_vertical:0.22192057291666667 sky:0.03134765625
532,BDL064_Kermit_EyeTracking_Walk.mov,532,fixation,9702,323771.666667,323938.333333,166.666667,323436.666667,00:05:23.80500,354.41,141.59,-1000.0,-1000.0,,,,building building building pavement plant_horizontal plant_horizontal plant_vertical sculpture sky sky,pavement: 0.0781432236995568 plant_vertical: 0.0669465826918591 plant_horizontal: 0.5010496850944717 sculpture: 0.08630744110100304 building: 0.2027058549101936 background: 0.0648472125029158,pavement: 0.08356198553255176 plant_vertical: 0.0715889249189324 plant_horizontal: 0.5357944624594662 sculpture: 0.09229234222998253 building: 0.2167622848590671,0.9246549479166667,pavement:0.57822265625 plant_vertical:0.200947265625 building:0.13376302083333333 plant_horizontal:0.07731770833333333 sky:0.021106770833333333 sculpture:0.00267578125
533,BDL064_Kermit_EyeTracking_Walk.mov,533,fixation,9715,324071.666667,324473.333333,401.666667,323870.0,00:05:24.23800,310.81,205.46,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical sculpture sky,pavement: 0.9419422025514189 plant_horizontal: 0.032022910700338456 background: 0.026034886748242645,pavement: 0.967121090617482 plant_horizontal: 0.03287890938251804,0.9282389322916667,pavement:0.5371354166666666 building:0.15369140625 plant_vertical:0.22267903645833334 plant_horizontal:0.08391601562499999 sky:0.023766276041666666 sculpture:0.0024772135416666666
534,BDL064_Kermit_EyeTracking_Walk.mov,534,fixation,9750,324806.666667,326108.333333,1301.666667,325038.333333,00:05:25.40700,388.03,214.87,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_vertical plant_vertical sky,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.9230729166666667,pavement:0.4336067708333333 plant_horizontal:0.20375325520833334 sky:0.024039713541666667 plant_vertical:0.15702473958333335 building:0.15365885416666666
535,BDL064_Kermit_EyeTracking_Walk.mov,535,fixation,9774,326141.666667,326375.0,233.333333,325840.0,00:05:26.20800,372.66,189.15,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_vertical sky,pavement: 0.27675084613381934 plant_horizontal: 0.6875813590210883 background: 0.03566779484509242,pavement: 0.28698704103671707 plant_horizontal: 0.713012958963283,0.9099576822916666,pavement:0.5213053385416667 plant_vertical:0.17429361979166666 building:0.15536783854166666 sky:0.024231770833333333 plant_horizontal:0.11421549479166666
536,BDL064_Kermit_EyeTracking_Walk.mov,536,fixation,9784,326475.0,326675.0,200.0,326173.333333,00:05:26.54200,329.89,154.07,-1000.0,-1000.0,,,,building building building pavement plant_horizontal plant_horizontal plant_vertical sky,pavement: 0.39104399895860453 plant_horizontal: 0.10387919812548815 background: 0.5050768029159073,pavement: 0.7901104681746449 plant_horizontal: 0.20988953182535508,0.8992154947916666,pavement:0.54390625 building:0.118291015625 plant_horizontal:0.08281575520833333 plant_vertical:0.210380859375 sky:0.008935546875
537,BDL064_Kermit_EyeTracking_Walk.mov,537,fixation,9812,326708.333333,328343.333333,1635.0,327108.333333,00:05:27.47700,301.25,202.69,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical sculpture sky,pavement: 0.982296277011195 background: 0.017703722988804998,pavement: 1.0,0.9129134114583334,pavement:0.521162109375 plant_horizontal:0.08111328125 plant_vertical:0.25650716145833335 sky:0.015520833333333333 building:0.0647265625 sculpture:0.0029720052083333334
538,BDL064_Kermit_EyeTracking_Walk.mov,538,fixation,9844,328343.333333,328811.666667,468.333333,328176.666667,00:05:28.54500,296.52,183.3,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical sky,pavement: 0.008331163759437647 plant_horizontal: 0.789377766206717 building: 0.15490757615204373 background: 0.04738349388180162,pavement: 0.008745558895873189 plant_horizontal: 0.8286417053839847 building: 0.16261273572014212,0.91076171875,pavement:0.46803385416666665 plant_vertical:0.1781640625 plant_horizontal:0.14403645833333334 sky:0.025712890625 building:0.10844075520833334
539,BDL064_Kermit_EyeTracking_Walk.mov,539,fixation,9856,328811.666667,329145.0,333.333333,328576.666667,00:05:28.94500,349.26,175.13,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_vertical sculpture sky,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.8906022135416667,pavement:0.4303157552083333 plant_vertical:0.11908203125 building:0.159111328125 sculpture:0.0023502604166666667 sky:0.015458984375 plant_horizontal:0.22442708333333333
540,BDL064_Kermit_EyeTracking_Walk.mov,540,fixation,9866,329211.666667,329445.0,233.333333,328910.0,00:05:29.27800,328.63,172.37,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical sky,plant_vertical: 0.0775995861355406 building: 0.28039317123642005 plant_horizontal: 0.47077082255561303 background: 0.1712364200724263,plant_vertical: 0.09363295880149813 building: 0.3383270911360799 plant_horizontal: 0.568039950062422,0.9077734375,pavement:0.39341796875 plant_vertical:0.19324869791666666 building:0.09033854166666666 plant_horizontal:0.194755859375 sky:0.044840494791666664
541,BDL064_Kermit_EyeTracking_Walk.mov,541,fixation,9892,329445.0,330913.333333,1468.333333,329778.333333,00:05:30.14700,323.19,253.36,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical sky,pavement: 0.829174170311294 plant_horizontal: 0.02032415744790327 building: 0.002829945973758683 background: 0.147671726267044,pavement: 0.9728342891638998 plant_horizontal: 0.02384545728946574 building: 0.0033202535466344703,0.793515625,pavement:0.39282877604166666 plant_horizontal:0.09000651041666666 plant_vertical:0.20578125 building:0.03783854166666667 sky:0.06846354166666667
542,BDL064_Kermit_EyeTracking_Walk.mov,542,fixation,9922,330913.333333,331448.333333,535.0,330780.0,00:05:31.14800,351.47,212.52,-1000.0,-1000.0,,,,building building building pavement plant_horizontal plant_horizontal plant_vertical sky,plant_horizontal: 0.702681593335069 building: 0.03488674824264514 background: 0.2624316584222859,plant_horizontal: 0.9527003176844334 building: 0.047299682315566534,0.8849283854166666,plant_vertical:0.21087239583333334 plant_horizontal:0.22033203125 pavement:0.31579427083333333 sky:0.04349609375 building:0.15461588541666665
543,BDL064_Kermit_EyeTracking_Walk.mov,543,fixation,9940,331515.0,332048.333333,533.333333,331380.0,00:05:31.74800,410.83,179.37,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical sky,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.890732421875,building:0.12937174479166666 plant_horizontal:0.785283203125 plant_vertical:0.0453125 sky:0.009381510416666667 pavement:0.009710286458333333
544,BDL064_Kermit_EyeTracking_Walk.mov,544,fixation,9957,332281.666667,332415.0,133.333333,331946.666667,00:05:32.31500,340.85,102.89,-1000.0,-1000.0,,,,plant_horizontal,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.9465266927083333,plant_horizontal:0.9465266927083333
545,BDL064_Kermit_EyeTracking_Walk.mov,545,fixation,9971,332783.333333,332883.333333,100.0,332415.0,00:05:32.78300,296.71,55.65,-1000.0,-1000.0,,,,building plant_horizontal,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.925791015625,plant_horizontal:0.9099544270833333 building:0.015836588541666665
546,BDL064_Kermit_EyeTracking_Walk.mov,546,fixation,9975,332883.333333,333016.666667,133.333333,332548.333333,00:05:32.91700,294.97,72.98,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.9431998697916667,plant_horizontal:0.901083984375 pavement:0.007236328125 plant_vertical:0.019788411458333332 building:0.02202799479166667
547,BDL064_Kermit_EyeTracking_Walk.mov,547,fixation,9980,333050.0,333183.333333,133.333333,332715.0,00:05:33.08300,303.69,89.08,-1000.0,-1000.0,,,,pavement plant_horizontal,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.8806575520833333,plant_horizontal:0.8772786458333334 pavement:0.004342447916666666
548,BDL064_Kermit_EyeTracking_Walk.mov,548,fixation,9987,333216.666667,333483.333333,266.666667,332948.333333,00:05:33.31700,277.54,127.74,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_vertical,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.9502473958333333,plant_vertical:0.025452473958333333 plant_horizontal:0.886708984375 pavement:0.007958984375 building:0.03162434895833333
