,/Users/pslive1/Documents/Walk_Projext/BDL079_Daisy_Walk_RouteP1/BDL079_Daisy_Walk_RouteP1.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes,all_classes,fixation_classes,fixation_classes_no_background,union_areas,percentage_area
255,BDL079_Daisy_Walk_RouteP1.mov,255,fixation,4020,134105.0,134306.666667,201.666667,134136.666667,00:02:14.17200,248.72,207.11,-1000.0,-1000.0,,,,,,,,
256,BDL079_Daisy_Walk_RouteP1.mov,256,fixation,4028,134406.666667,134573.333333,166.666667,134405.0,00:02:14.44000,250.72,207.25,-1000.0,-1000.0,,,,,,,,
257,BDL079_Daisy_Walk_RouteP1.mov,257,fixation,4034,134606.666667,134773.333333,166.666667,134605.0,00:02:14.64000,249.96,207.13,-1000.0,-1000.0,,,,,,,,
258,BDL079_Daisy_Walk_RouteP1.mov,258,fixation,4059,134906.666667,136108.333333,1201.666667,135438.333333,00:02:15.47300,251.74,207.26,-1000.0,-1000.0,,,,,,,,
259,BDL079_Daisy_Walk_RouteP1.mov,259,fixation,4082,136208.333333,136341.666667,133.333333,136206.666667,00:02:16.24200,248.92,208.32,-1000.0,-1000.0,,,,pavement person plant_horizontal,plant_horizontal: 1.0 background: 0.0,plant_horizontal: 1.0,0.9781868489583333,person:0.01796875 pavement:0.15227864583333334 plant_horizontal:0.807939453125
260,BDL079_Daisy_Walk_RouteP1.mov,260,fixation,4115,137110.0,137643.333333,533.333333,137308.333333,00:02:17.34300,244.48,166.53,-1000.0,-1000.0,,,,,,,,
261,BDL079_Daisy_Walk_RouteP1.mov,261,fixation,4134,137643.333333,138378.333333,735.0,137941.666667,00:02:17.97700,218.25,169.39,-1000.0,-1000.0,,,,,,,,
262,BDL079_Daisy_Walk_RouteP1.mov,262,fixation,4152,138578.333333,138678.333333,100.0,138543.333333,00:02:18.57800,284.42,162.78,-1000.0,-1000.0,,,,,,,,
263,BDL079_Daisy_Walk_RouteP1.mov,263,fixation,4168,138845.0,139478.333333,633.333333,139076.666667,00:02:19.11200,227.15,169.73,-1000.0,-1000.0,,,,,,,,
264,BDL079_Daisy_Walk_RouteP1.mov,264,fixation,4182,139478.333333,139780.0,301.666667,139545.0,00:02:19.58000,249.85,169.45,-1000.0,-1000.0,,,,,,,,
265,BDL079_Daisy_Walk_RouteP1.mov,265,fixation,4189,139780.0,139946.666667,166.666667,139778.333333,00:02:19.81300,263.37,161.64,-1000.0,-1000.0,,,,,,,,
266,BDL079_Daisy_Walk_RouteP1.mov,266,fixation,4194,139946.666667,140080.0,133.333333,139945.0,00:02:19.98000,281.78,158.74,-1000.0,-1000.0,,,,,,,,
267,BDL079_Daisy_Walk_RouteP1.mov,267,fixation,4204,140146.666667,140580.0,433.333333,140278.333333,00:02:20.31300,358.04,159.59,-1000.0,-1000.0,,,,,,,,
268,BDL079_Daisy_Walk_RouteP1.mov,268,fixation,4217,140680.0,140881.666667,201.666667,140711.666667,00:02:20.74700,227.87,193.77,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_vertical plant_vertical,person: 1.0 background: 0.0,person: 1.0,0.9381770833333334,person:0.42183268229166665 building:0.08888346354166668 pavement:0.04498046875 plant_vertical:0.3839615885416667 plant_horizontal:0.018583984375
269,BDL079_Daisy_Walk_RouteP1.mov,269,fixation,4226,140981.666667,141181.666667,200.0,141013.333333,00:02:21.04800,398.09,101.41,-1000.0,-1000.0,,,,,,,,
270,BDL079_Daisy_Walk_RouteP1.mov,270,fixation,4246,141715.0,141815.0,100.0,141680.0,00:02:21.71500,190.86,230.03,-1000.0,-1000.0,,,,,,,,
271,BDL079_Daisy_Walk_RouteP1.mov,271,fixation,4279,142783.333333,142916.666667,133.333333,142781.666667,00:02:22.81700,272.19,313.83,-1000.0,-1000.0,,,,,,,,
272,BDL079_Daisy_Walk_RouteP1.mov,272,fixation,4287,143083.333333,143183.333333,100.0,143048.333333,00:02:23.08300,204.75,259.8,-1000.0,-1000.0,,,,,,,,
273,BDL079_Daisy_Walk_RouteP1.mov,273,fixation,4291,143183.333333,143316.666667,133.333333,143181.666667,00:02:23.21700,177.0,245.57,-1000.0,-1000.0,,,,,,,,
274,BDL079_Daisy_Walk_RouteP1.mov,274,fixation,4297,143316.666667,143585.0,268.333333,143383.333333,00:02:23.41800,201.57,258.73,-1000.0,-1000.0,,,,,,,,
275,BDL079_Daisy_Walk_RouteP1.mov,275,fixation,4318,144118.333333,144218.333333,100.0,144083.333333,00:02:24.11800,247.17,207.26,-1000.0,-1000.0,,,,,,,,
276,BDL079_Daisy_Walk_RouteP1.mov,276,fixation,4331,144518.333333,144651.666667,133.333333,144516.666667,00:02:24.55200,249.96,207.11,-1000.0,-1000.0,,,,,,,,
277,BDL079_Daisy_Walk_RouteP1.mov,277,fixation,4337,144753.333333,144853.333333,100.0,144718.333333,00:02:24.75300,369.51,369.06,-1000.0,-1000.0,,,,,,,,
278,BDL079_Daisy_Walk_RouteP1.mov,278,fixation,4381,146155.0,146355.0,200.0,146186.666667,00:02:26.22200,270.03,200.9,-1000.0,-1000.0,,,,building pavement plant_horizontal sky,pavement: 0.07626730222751857 plant_horizontal: 0.7064808873407279 building: 0.1820515170959758 background: 0.035200293335777795,pavement: 0.0790498812351544 plant_horizontal: 0.7322565320665083 building: 0.1886935866983373,0.9538053385416667,pavement:0.507275390625 plant_horizontal:0.11970052083333334 building:0.31576171875 sky:0.011966145833333334
279,BDL079_Daisy_Walk_RouteP1.mov,279,fixation,4389,146455.0,146588.333333,133.333333,146453.333333,00:02:26.48800,277.75,199.39,-1000.0,-1000.0,,,,,,,,
280,BDL079_Daisy_Walk_RouteP1.mov,280,fixation,4394,146655.0,146755.0,100.0,146620.0,00:02:26.65500,268.01,201.16,-1000.0,-1000.0,,,,,,,,
281,BDL079_Daisy_Walk_RouteP1.mov,281,fixation,4412,147255.0,147356.666667,101.666667,147220.0,00:02:27.25500,360.89,181.38,-1000.0,-1000.0,,,,building pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky,building: 0.5721202155841784 pavement: 0.016534210285923084 plant_horizontal: 0.14186535123778204 plant_horizontal: 0.0336165159404403 plant_vertical: 0.17511647026582625 background: 0.060747236685850005,building: 0.6091227387667769 pavement: 0.0176035790702198 plant_horizontal: 0.15104065356934449 plant_horizontal: 0.03579070219801595 plant_vertical: 0.18644232639564287,0.9575944010416667,person:0.051119791666666664 building:0.19106119791666668 pavement:0.4199576822916667 pole:0.005579427083333333 plant_horizontal:0.10486653645833333 plant_vertical:0.11826822916666667 sky:0.06780598958333334
282,BDL079_Daisy_Walk_RouteP1.mov,282,fixation,4436,148056.666667,148156.666667,100.0,148021.666667,00:02:28.05700,256.18,202.87,-1000.0,-1000.0,,,,,,,,
283,BDL079_Daisy_Walk_RouteP1.mov,283,fixation,4449,148323.333333,148758.333333,435.0,148455.0,00:02:28.49000,256.16,202.85,-1000.0,-1000.0,,,,,,,,
284,BDL079_Daisy_Walk_RouteP1.mov,284,fixation,4470,149191.666667,149291.666667,100.0,149156.666667,00:02:29.19200,250.74,209.5,-1000.0,-1000.0,,,,,,,,
285,BDL079_Daisy_Walk_RouteP1.mov,285,fixation,4484,149625.0,149758.333333,133.333333,149623.333333,00:02:29.65800,252.69,209.02,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical,plant_horizontal: 0.3219360161334678 building: 0.6662388853240444 background: 0.011825098542487854,plant_horizontal: 0.32578849721706865 building: 0.6742115027829314,0.98224609375,pavement:0.3931608072916667 plant_horizontal:0.14669921875 building:0.3316731770833333 plant_vertical:0.11139973958333334
286,BDL079_Daisy_Walk_RouteP1.mov,286,fixation,4488,149791.666667,149891.666667,100.0,149756.666667,00:02:29.79200,256.0,207.69,-1000.0,-1000.0,,,,,,,,
287,BDL079_Daisy_Walk_RouteP1.mov,287,fixation,4502,150160.0,150426.666667,266.666667,150225.0,00:02:30.26000,266.37,225.86,-1000.0,-1000.0,,,,,,,,
288,BDL079_Daisy_Walk_RouteP1.mov,288,fixation,4521,150860.0,151026.666667,166.666667,150858.333333,00:02:30.89300,254.0,207.33,-1000.0,-1000.0,,,,,,,,
289,BDL079_Daisy_Walk_RouteP1.mov,289,fixation,4527,151093.333333,151193.333333,100.0,151058.333333,00:02:31.09300,400.09,220.92,-1000.0,-1000.0,,,,,,,,
290,BDL079_Daisy_Walk_RouteP1.mov,290,fixation,4536,151328.333333,151561.666667,233.333333,151360.0,00:02:31.39500,297.23,228.23,-1000.0,-1000.0,,,,,,,,
291,BDL079_Daisy_Walk_RouteP1.mov,291,fixation,4544,151561.666667,151828.333333,266.666667,151626.666667,00:02:31.66200,281.7,224.01,-1000.0,-1000.0,,,,,,,,
292,BDL079_Daisy_Walk_RouteP1.mov,292,fixation,4549,151828.333333,151928.333333,100.0,151793.333333,00:02:31.82800,300.39,232.54,-1000.0,-1000.0,,,,,,,,
293,BDL079_Daisy_Walk_RouteP1.mov,293,fixation,4556,151961.666667,152228.333333,266.666667,152026.666667,00:02:32.06200,246.56,209.78,-1000.0,-1000.0,,,,,,,,
294,BDL079_Daisy_Walk_RouteP1.mov,294,fixation,4585,152996.666667,153130.0,133.333333,152995.0,00:02:33.03000,591.76,180.84,-1000.0,-1000.0,,,,,,,,
295,BDL079_Daisy_Walk_RouteP1.mov,295,fixation,4588,153130.0,153230.0,100.0,153095.0,00:02:33.13000,614.31,186.62,-1000.0,-1000.0,,,,building person plant_horizontal plant_horizontal plant_vertical,person: 1.0 background: 0.0,person: 1.0,0.9118424479166667,person:0.31458658854166666 plant_vertical:0.23253580729166667 building:0.013274739583333334 plant_horizontal:0.35169596354166666
296,BDL079_Daisy_Walk_RouteP1.mov,296,fixation,4601,153563.333333,153663.333333,100.0,153528.333333,00:02:33.56300,121.02,190.99,-1000.0,-1000.0,,,,,,,,
297,BDL079_Daisy_Walk_RouteP1.mov,297,fixation,4604,153663.333333,153763.333333,100.0,153628.333333,00:02:33.66300,286.03,196.27,-1000.0,-1000.0,,,,,,,,
298,BDL079_Daisy_Walk_RouteP1.mov,298,fixation,4614,153796.666667,154298.333333,501.666667,153963.333333,00:02:33.99800,262.02,202.33,-1000.0,-1000.0,,,,,,,,
299,BDL079_Daisy_Walk_RouteP1.mov,299,fixation,4629,154465.0,154598.333333,133.333333,154463.333333,00:02:34.49800,256.58,202.31,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky,pavement: 0.9408424908424908 plant_horizontal: 0.059157509157509156 background: 0.0,pavement: 0.9408424908424908 plant_horizontal: 0.059157509157509156,0.968466796875,pole:0.007496744791666667 pavement:0.5533170572916667 building:0.08932942708333333 plant_horizontal:0.1353515625 plant_vertical:0.155966796875 sky:0.028037109375
300,BDL079_Daisy_Walk_RouteP1.mov,300,fixation,4654,155266.666667,155500.0,233.333333,155298.333333,00:02:35.33300,270.78,200.33,-1000.0,-1000.0,,,,,,,,
301,BDL079_Daisy_Walk_RouteP1.mov,301,fixation,4667,155666.666667,155933.333333,266.666667,155731.666667,00:02:35.76700,115.47,103.07,-1000.0,-1000.0,,,,building pavement pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical sky,pavement: 0.20185741600655557 plant_horizontal: 0.28207229354456886 sky: 0.020122006737685515 plant_vertical: 0.4687243922425567 background: 0.027223891468633344,pavement: 0.2075065518532385 plant_horizontal: 0.2899663047547735 sky: 0.020685136652938974 plant_vertical: 0.48184200673904903,0.9814485677083333,pavement:0.7200618489583334 building:0.05534505208333333 plant_horizontal:0.11001953125 sky:0.023356119791666668 plant_vertical:0.07324544270833333
302,BDL079_Daisy_Walk_RouteP1.mov,302,fixation,4682,156266.666667,156366.666667,100.0,156231.666667,00:02:36.26700,231.93,210.21,-1000.0,-1000.0,,,,,,,,
303,BDL079_Daisy_Walk_RouteP1.mov,303,fixation,4687,156433.333333,156535.0,101.666667,156398.333333,00:02:36.43300,195.19,216.94,-1000.0,-1000.0,,,,,,,,
304,BDL079_Daisy_Walk_RouteP1.mov,304,fixation,4704,156901.666667,157168.333333,266.666667,156966.666667,00:02:37.00200,234.7,209.35,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical plant_vertical pole sky,pavement: 0.032680336872940315 plant_horizontal: 0.05309410472354449 plant_vertical: 0.9003112413035518 background: 0.013914317099963384,pavement: 0.033141477905681394 plant_horizontal: 0.05384329743780171 plant_vertical: 0.9130152246565169,0.9705045572916666,pavement:0.39858072916666665 pole:0.01939453125 building:0.06176432291666667 plant_horizontal:0.12634440104166667 plant_vertical:0.21054361979166666 sky:0.15487955729166666
305,BDL079_Daisy_Walk_RouteP1.mov,305,fixation,4711,157201.666667,157335.0,133.333333,157200.0,00:02:37.23500,247.45,207.19,-1000.0,-1000.0,,,,,,,,
306,BDL079_Daisy_Walk_RouteP1.mov,306,fixation,4720,157368.333333,157770.0,401.666667,157500.0,00:02:37.53500,243.96,207.9,-1000.0,-1000.0,,,,,,,,
307,BDL079_Daisy_Walk_RouteP1.mov,307,fixation,4764,158870.0,159205.0,335.0,158968.333333,00:02:39.00300,241.81,208.13,-1000.0,-1000.0,,,,building building pavement pavement plant_horizontal plant_horizontal plant_vertical pole sky,plant_horizontal: 0.00210661293277157 plant_vertical: 0.41436160468950356 building: 0.5524821395860048 background: 0.031049642791720095,plant_horizontal: 0.002174118536723698 plant_vertical: 0.42763966348426125 building: 0.570186217979015,0.9719303385416667,pole:0.03723958333333333 pavement:0.20149739583333334 plant_horizontal:0.20878906249999998 sky:0.08079752604166666 plant_vertical:0.13753255208333334 building:0.306533203125
308,BDL079_Daisy_Walk_RouteP1.mov,308,fixation,4780,159505.0,159638.333333,133.333333,159503.333333,00:02:39.53800,240.07,208.18,-1000.0,-1000.0,,,,,,,,
309,BDL079_Daisy_Walk_RouteP1.mov,309,fixation,4789,159738.333333,160038.333333,300.0,159803.333333,00:02:39.83800,230.14,210.21,-1000.0,-1000.0,,,,,,,,
310,BDL079_Daisy_Walk_RouteP1.mov,310,fixation,4819,160806.666667,160940.0,133.333333,160805.0,00:02:40.84000,231.18,210.85,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical pole sky,pavement: 0.006233385278210652 plant_horizontal: 0.13145109542579522 plant_vertical: 0.8314235951966267 background: 0.030891924099367495,pavement: 0.006432084752175558 plant_horizontal: 0.13564131668558457 plant_vertical: 0.8579265985622399,0.8991015625,pavement:0.35455078125 plant_horizontal:0.109716796875 plant_vertical:0.17850260416666666 pole:0.026526692708333334 building:0.090576171875 sky:0.14126627604166667
311,BDL079_Daisy_Walk_RouteP1.mov,311,fixation,4827,160973.333333,161306.666667,333.333333,161071.666667,00:02:41.10700,235.68,209.73,-1000.0,-1000.0,,,,,,,,
312,BDL079_Daisy_Walk_RouteP1.mov,312,fixation,4843,161640.0,161741.666667,101.666667,161605.0,00:02:41.64000,25.11,129.34,-1000.0,-1000.0,,,,,,,,
313,BDL079_Daisy_Walk_RouteP1.mov,313,fixation,4852,161841.666667,162108.333333,266.666667,161906.666667,00:02:41.94200,45.57,120.47,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical pole sky,sky: 1.0 background: 0.0,sky: 1.0,0.9228287760416667,pavement:0.3062109375 plant_horizontal:0.10713541666666666 pole:0.026988932291666667 building:0.14738606770833335 plant_vertical:0.18348958333333334 sky:0.155791015625
314,BDL079_Daisy_Walk_RouteP1.mov,314,fixation,4861,162208.333333,162341.666667,133.333333,162206.666667,00:02:42.24200,101.45,173.14,-1000.0,-1000.0,,,,,,,,
315,BDL079_Daisy_Walk_RouteP1.mov,315,fixation,4874,162475.0,162941.666667,466.666667,162640.0,00:02:42.67500,67.59,143.32,-1000.0,-1000.0,,,,,,,,
316,BDL079_Daisy_Walk_RouteP1.mov,316,fixation,4882,162941.666667,163043.333333,101.666667,162906.666667,00:02:42.94200,81.54,154.25,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical pole sky,sky: 1.0 background: 0.0,sky: 1.0,0.9747135416666667,plant_horizontal:0.12295572916666667 pavement:0.33873046875 pole:0.027740885416666666 building:0.13402018229166668 plant_vertical:0.19704752604166667 sky:0.15925130208333332
317,BDL079_Daisy_Walk_RouteP1.mov,317,fixation,4885,163043.333333,163143.333333,100.0,163008.333333,00:02:43.04300,66.45,139.65,-1000.0,-1000.0,,,,,,,,
318,BDL079_Daisy_Walk_RouteP1.mov,318,fixation,4889,163176.666667,163276.666667,100.0,163141.666667,00:02:43.17700,81.91,154.57,-1000.0,-1000.0,,,,,,,,
319,BDL079_Daisy_Walk_RouteP1.mov,319,fixation,4897,163410.0,163576.666667,166.666667,163408.333333,00:02:43.44300,88.02,157.25,-1000.0,-1000.0,,,,,,,,
320,BDL079_Daisy_Walk_RouteP1.mov,320,fixation,4905,163576.666667,163943.333333,366.666667,163675.0,00:02:43.71000,73.49,130.83,-1000.0,-1000.0,,,,,,,,
321,BDL079_Daisy_Walk_RouteP1.mov,321,fixation,4921,164210.0,164345.0,135.0,164208.333333,00:02:44.24300,67.73,145.95,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical pole sky,sky: 1.0 background: 0.0,sky: 1.0,0.970947265625,pavement:0.33666666666666667 plant_horizontal:0.11630859375 pole:0.0253125 building:0.14787109375000002 plant_vertical:0.18841471354166667 sky:0.15941080729166668
322,BDL079_Daisy_Walk_RouteP1.mov,322,fixation,4926,164345.0,164545.0,200.0,164376.666667,00:02:44.41200,78.99,156.45,-1000.0,-1000.0,,,,,,,,
323,BDL079_Daisy_Walk_RouteP1.mov,323,fixation,4937,164545.0,165078.333333,533.333333,164743.333333,00:02:44.77800,61.43,140.97,-1000.0,-1000.0,,,,,,,,
324,BDL079_Daisy_Walk_RouteP1.mov,324,fixation,4947,165111.666667,165211.666667,100.0,165076.666667,00:02:45.11200,85.61,161.84,-1000.0,-1000.0,,,,,,,,
325,BDL079_Daisy_Walk_RouteP1.mov,325,fixation,4951,165245.0,165345.0,100.0,165210.0,00:02:45.24500,106.35,179.81,-1000.0,-1000.0,,,,,,,,
326,BDL079_Daisy_Walk_RouteP1.mov,326,fixation,4956,165411.666667,165511.666667,100.0,165376.666667,00:02:45.41200,114.31,189.34,-1000.0,-1000.0,,,,,,,,
327,BDL079_Daisy_Walk_RouteP1.mov,327,fixation,4960,165511.666667,165646.666667,135.0,165510.0,00:02:45.54500,105.36,180.83,-1000.0,-1000.0,,,,,,,,
328,BDL079_Daisy_Walk_RouteP1.mov,328,fixation,4969,165813.333333,165980.0,166.666667,165811.666667,00:02:45.84700,86.52,164.13,-1000.0,-1000.0,,,,,,,,
329,BDL079_Daisy_Walk_RouteP1.mov,329,fixation,4981,166080.0,166480.0,400.0,166211.666667,00:02:46.24700,133.71,207.9,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical pole sky,plant_vertical: 0.5861046198094554 sky: 0.412726945892504 background: 0.0011684342980406255,plant_vertical: 0.5867902456582381 sky: 0.4132097543417619,0.9450325520833334,pavement:0.3216048177083333 plant_horizontal:0.10981770833333333 pole:0.035862630208333336 building:0.14673828125 plant_vertical:0.17830078125 sky:0.15567057291666667
330,BDL079_Daisy_Walk_RouteP1.mov,330,fixation,4991,166580.0,166680.0,100.0,166545.0,00:02:46.58000,93.46,169.62,-1000.0,-1000.0,,,,,,,,
331,BDL079_Daisy_Walk_RouteP1.mov,331,fixation,4995,166680.0,166846.666667,166.666667,166678.333333,00:02:46.71300,86.27,160.83,-1000.0,-1000.0,,,,,,,,
332,BDL079_Daisy_Walk_RouteP1.mov,332,fixation,5003,166948.333333,167081.666667,133.333333,166946.666667,00:02:46.98200,104.63,178.44,-1000.0,-1000.0,,,,,,,,
333,BDL079_Daisy_Walk_RouteP1.mov,333,fixation,5006,167081.666667,167181.666667,100.0,167046.666667,00:02:47.08200,112.48,187.13,-1000.0,-1000.0,,,,,,,,
334,BDL079_Daisy_Walk_RouteP1.mov,334,fixation,5015,167348.333333,167515.0,166.666667,167346.666667,00:02:47.38200,69.08,114.31,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical pole sky,sky: 1.0 background: 0.0,sky: 1.0,0.9614127604166667,pavement:0.3247884114583333 pole:0.027057291666666667 building:0.16374023437500002 plant_horizontal:0.13306315104166666 plant_vertical:0.1753125 sky:0.13994140625
335,BDL079_Daisy_Walk_RouteP1.mov,335,fixation,5023,167548.333333,167815.0,266.666667,167613.333333,00:02:47.64800,55.46,111.87,-1000.0,-1000.0,,,,,,,,
336,BDL079_Daisy_Walk_RouteP1.mov,336,fixation,5030,167848.333333,168015.0,166.666667,167846.666667,00:02:47.88200,48.52,113.75,-1000.0,-1000.0,,,,,,,,
337,BDL079_Daisy_Walk_RouteP1.mov,337,fixation,5036,168048.333333,168216.666667,168.333333,168046.666667,00:02:48.08200,46.49,113.84,-1000.0,-1000.0,,,,,,,,
338,BDL079_Daisy_Walk_RouteP1.mov,338,fixation,5047,168416.666667,168550.0,133.333333,168415.0,00:02:48.45000,123.92,196.59,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical pole sky,plant_vertical: 0.5867059537221596 sky: 0.4132940462778404 background: 0.0,plant_vertical: 0.5867059537221596 sky: 0.4132940462778404,0.9644173177083334,pavement:0.297744140625 plant_horizontal:0.13512044270833334 plant_vertical:0.20044596354166666 pole:0.03080078125 building:0.15964192708333333 sky:0.14645833333333333
339,BDL079_Daisy_Walk_RouteP1.mov,339,fixation,5052,168616.666667,168716.666667,100.0,168581.666667,00:02:48.61700,75.02,171.15,-1000.0,-1000.0,,,,,,,,
340,BDL079_Daisy_Walk_RouteP1.mov,340,fixation,5084,168783.333333,170651.666667,1868.3333329999998,169650.0,00:02:49.68500,123.64,209.74,-1000.0,-1000.0,,,,,,,,
341,BDL079_Daisy_Walk_RouteP1.mov,341,fixation,5116,170651.666667,170920.0,268.333333,170716.666667,00:02:50.75200,123.91,196.15,-1000.0,-1000.0,,,,,,,,
342,BDL079_Daisy_Walk_RouteP1.mov,342,fixation,5125,171020.0,171186.666667,166.666667,171018.333333,00:02:51.05300,109.43,175.8,-1000.0,-1000.0,,,,,,,,
343,BDL079_Daisy_Walk_RouteP1.mov,343,fixation,5133,171286.666667,171453.333333,166.666667,171285.0,00:02:51.32000,120.22,184.13,-1000.0,-1000.0,,,,,,,,
344,BDL079_Daisy_Walk_RouteP1.mov,344,fixation,5138,171453.333333,171586.666667,133.333333,171451.666667,00:02:51.48700,139.44,205.57,-1000.0,-1000.0,,,,,,,,
345,BDL079_Daisy_Walk_RouteP1.mov,345,fixation,5142,171586.666667,171720.0,133.333333,171585.0,00:02:51.62000,127.4,191.45,-1000.0,-1000.0,,,,,,,,
346,BDL079_Daisy_Walk_RouteP1.mov,346,fixation,5146,171720.0,171853.333333,133.333333,171718.333333,00:02:51.75300,116.6,179.85,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical pole sky,plant_vertical: 0.1073425611880099 sky: 0.8582821523512696 background: 0.03437528646072051,plant_vertical: 0.11116385038921588 sky: 0.8888361496107842,0.9613997395833334,pavement:0.32263671875 plant_horizontal:0.12060221354166667 plant_vertical:0.198037109375 building:0.13711588541666667 sky:0.169013671875 pole:0.023414713541666667
347,BDL079_Daisy_Walk_RouteP1.mov,347,fixation,5153,171853.333333,172188.333333,335.0,171951.666667,00:02:51.98700,118.82,182.38,-1000.0,-1000.0,,,,,,,,
348,BDL079_Daisy_Walk_RouteP1.mov,348,fixation,5163,172255.0,172488.333333,233.333333,172286.666667,00:02:52.32200,112.79,179.04,-1000.0,-1000.0,,,,,,,,
349,BDL079_Daisy_Walk_RouteP1.mov,349,fixation,5170,172488.333333,172688.333333,200.0,172520.0,00:02:52.55500,101.89,169.22,-1000.0,-1000.0,,,,,,,,
350,BDL079_Daisy_Walk_RouteP1.mov,350,fixation,5177,172755.0,172921.666667,166.666667,172753.333333,00:02:52.78800,129.05,193.14,-1000.0,-1000.0,,,,building building pavement plant_horizontal plant_horizontal plant_vertical pole sky,plant_vertical: 0.3497527925288409 sky: 0.6304706097784288 background: 0.01977659769273027,plant_vertical: 0.3568092658322436 sky: 0.6431907341677564,0.9551725260416667,pavement:0.31552734375 pole:0.025895182291666666 building:0.14545572916666666 plant_horizontal:0.12797200520833335 plant_vertical:0.177119140625 sky:0.166630859375
351,BDL079_Daisy_Walk_RouteP1.mov,351,fixation,5184,172955.0,173188.333333,233.333333,172986.666667,00:02:53.02200,121.13,190.29,-1000.0,-1000.0,,,,,,,,
352,BDL079_Daisy_Walk_RouteP1.mov,352,fixation,5196,173423.333333,173523.333333,100.0,173388.333333,00:02:53.42300,58.85,186.57,-1000.0,-1000.0,,,,,,,,
353,BDL079_Daisy_Walk_RouteP1.mov,353,fixation,5208,173756.666667,173990.0,233.333333,173788.333333,00:02:53.82300,88.19,188.11,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky,building: 0.3520623281393217 plant_vertical: 0.21952337305224565 sky: 0.3443629697525206 background: 0.084051329055912,building: 0.38436905834083857 plant_vertical: 0.23966776743720605 sky: 0.37596317422195535,0.95109375,pavement:0.335517578125 plant_horizontal:0.124697265625 plant_vertical:0.21384114583333333 building:0.06411783854166667 person:0.06130859375 sky:0.16037434895833333
354,BDL079_Daisy_Walk_RouteP1.mov,354,fixation,5221,173990.0,174590.0,600.0,174221.666667,00:02:54.25700,69.33,193.44,-1000.0,-1000.0,,,,,,,,
355,BDL079_Daisy_Walk_RouteP1.mov,355,fixation,5236,174758.333333,174858.333333,100.0,174723.333333,00:02:54.75800,74.23,173.67,-1000.0,-1000.0,,,,,,,,
356,BDL079_Daisy_Walk_RouteP1.mov,356,fixation,5245,175025.0,175158.333333,133.333333,175023.333333,00:02:55.05800,190.53,275.61,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical sky sky,person: 0.20372067448680353 plant_vertical: 0.3183651026392962 sky: 0.26310483870967744 background: 0.21480938416422288,person: 0.25945378151260506 plant_vertical: 0.4054621848739496 sky: 0.33508403361344535,0.933447265625,person:0.19695638020833334 plant_horizontal:0.04388671875 pavement:0.06936197916666667 plant_vertical:0.3293098958333333 sky:0.30946940104166665
357,BDL079_Daisy_Walk_RouteP1.mov,357,fixation,5251,175191.666667,175425.0,233.333333,175223.333333,00:02:55.25800,159.93,245.9,-1000.0,-1000.0,,,,,,,,
358,BDL079_Daisy_Walk_RouteP1.mov,358,fixation,5257,175458.333333,175558.333333,100.0,175423.333333,00:02:55.45800,199.34,293.36,-1000.0,-1000.0,,,,,,,,
359,BDL079_Daisy_Walk_RouteP1.mov,359,fixation,5271,175891.666667,176026.666667,135.0,175890.0,00:02:55.92500,166.57,258.75,-1000.0,-1000.0,,,,,,,,
360,BDL079_Daisy_Walk_RouteP1.mov,360,fixation,5288,176460.0,176626.666667,166.666667,176458.333333,00:02:56.49300,304.17,195.17,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky sky sky sky,person: 0.20682749203459264 plant_vertical: 0.1568502503413746 sky: 0.5652253072371416 background: 0.07109695038689122,person: 0.2226577812622501 plant_vertical: 0.16885535084280676 sky: 0.6084868678949431,0.9445182291666666,person:0.24677408854166666 plant_horizontal:0.07733723958333333 pavement:0.055218098958333336 plant_vertical:0.29650390625 sky:0.27284830729166665
